sample_key,DOI,doi_url,paper_title,sample_id,composition,material_system,n_or_p,n_rows_step22,n_pf_eval_rows_step22,n_zt_obs_eval_rows_step22,n_zt_calc_eval_rows_step22,sigma_fitting_log_rmse_step22,sigma_ML_log_rmse_step22,sigma_log_rmse_gap_ML_minus_fitting_step22,pf_fitting_mape_step22,pf_ML_mape_step22,pf_mape_gap_ML_minus_fitting_step22,zt_obs_fitting_mape_step22,zt_obs_ML_mape_step22,zt_obs_mape_gap_ML_minus_fitting_step22,zt_calc_fitting_mape_step22,zt_calc_ML_mape_step22,zt_calc_mape_gap_ML_minus_fitting_step22,zt_obs_max_step22,zt_pred_fitting_max_step22,zt_pred_ML_max_step22,zt_calc_from_obs_max_step22,sintering_method,sintering_checked,record_checked,comparison_category_step22,comparison_note_step22,n_or_p_final_step17,n_or_p_source_step17,n_or_p_confidence_final_step17,additive_final_step17,additive_source_step17,additive_confidence_final_step17,structure_final_step17,structure_source_step17,structure_confidence_final_step17,sintering_method_final_step17,sintering_condition_final_step17,sintering_checked_final_step17,sintering_source_step17,sintering_confidence_final_step17,paper_checked_step17,manual_review_status_step17,step17_check_additive,step17_check_structure,step17_check_np_type,step17_check_sintering,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,target_quality_step18,sigma_fit_log_rmse_step12,validation_sigma_log_rmse_step13,n_or_p_final_step17__step17,n_or_p_source_step17__step17,n_or_p_confidence_final_step17__step17,additive_final_step17__step17,additive_source_step17__step17,additive_confidence_final_step17__step17,structure_final_step17__step17,structure_source_step17__step17,structure_confidence_final_step17__step17,sintering_method_final_step17__step17,sintering_condition_final_step17__step17,sintering_checked_final_step17__step17,sintering_source_step17__step17,sintering_confidence_final_step17__step17,paper_checked_step17__step17,manual_review_status_step17__step17,step17_check_additive__step17,step17_check_structure__step17,step17_check_np_type__step17,step17_check_sintering__step17,nanocarbon_keyword_detected_step9__step17,nanocarbon_type_auto_step9__step17,rare_metal_flag_auto_step9__step17,toxicity_flag_auto_step9__step17,target_log_tau_eff_step18,pred_log_tau_eff_step19,residual_log_tau_eff_step19,abs_error_log_tau_eff_step19,tau_eff_ratio_pred_true_step19,residual_category_step19,manual_review_status_step17__step19,paper_checked_step17__step19,manual_review_priority_score_step15,manual_review_priority_tier_step15,pf_zt_problem_reason_step15,sintering_check_reason_step15,missing_additive_info_step23,missing_structure_info_step23,missing_sintering_info_step23,missing_np_paper_confirmation_step23,manual_annotation_needed_step23,error_pattern_step23,primary_error_source_hypothesis_step23,secondary_error_source_hypothesis_step23,error_cause_note_step23,step23_review_priority_score,step23_review_priority_tier,step23_review_reason,manual_review_note_step23
10.1016_j.intermet.2014.06.014__sample_13144,10.1016/j.intermet.2014.06.014,https://doi.org/10.1016/j.intermet.2014.06.014,,13144,Cu2Cd0.2Zn0.8SnSe4,unknown,p,6,6,6,6,0.1638103591111717,1.4918419812994648,1.328031622188293,0.1396263142409222,3.4663676917426933,3.326741377501771,0.1331603183478052,3.444484193244571,3.311323874896766,0.1396263142409618,3.4663676917417514,3.326741377500789,0.1613501,0.1712035345957115,0.7542126017093858,0.1599138107811955,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,low,0.1638103591111717,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2278059476333025,-1.5696940109599482,0.6581119366733543,0.6581119366733543,1.9311427703389643,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,insufficient_material_features,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,ML much worse than fitting; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.intermet.2014.06.014__sample_13145,10.1016/j.intermet.2014.06.014,https://doi.org/10.1016/j.intermet.2014.06.014,,13145,Cu2Cd0.1Zn0.9SnSe4,unknown,p,6,6,6,6,0.191150520701405,1.3045315410309315,1.113381020329527,0.1664617611475191,2.701723975657996,2.535262214510477,0.1686556274872957,2.714076639525992,2.545421012038696,0.1664617611475828,2.7017239756570883,2.5352622145095056,0.1313612,0.1574841110600212,0.5723642919404831,0.131141789591458,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,low,0.191150520701405,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0354358554010186,-1.5696940109599482,0.4657418444410703,0.4657418444410703,1.593195653940691,moderate_error,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,insufficient_material_features,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,ML much worse than fitting; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1063_1.3553842__sample_5389,10.1063/1.3553842,https://doi.org/10.1063/1.3553842,,5389,YbFe4Sb12,unknown,p,21,7,2,5,0.0860632849332341,1.6484515971834095,1.5623883122501754,0.0540664659360725,0.8077211175996755,0.7536546516636029,0.0383148737460083,0.8105461830961178,0.7722313093501094,0.0576013404001284,0.8114094615818388,0.7538081211817104,0.5890875,0.5476017278660622,0.1055668925599208,0.5917833035776655,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0860632849332341,0.0635028856638453,,,,,,,,,,,,,,,,,,,,,,,,,1.9071592904021537,0.7869442165724929,-1.1202150738296608,1.1202150738296608,0.3262096279238498,large_under_prediction,unknown,no,10,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,ML much worse than fitting; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.intermet.2020.106914__sample_83381,10.1016/j.intermet.2020.106914,https://doi.org/10.1016/j.intermet.2020.106914,,83381,Ti0.85V0.15CoSb,unknown,n,12,7,5,6,0.2417790397045956,0.8767235789639349,0.6349445392593394,0.2070249412814868,1.4094494622101603,1.2024245209286737,0.2186917811810727,1.6966509258131428,1.47795914463207,0.2057964762109659,1.506905171879392,1.301108695668426,0.2221,0.135481407868381,0.314681315771763,0.157037781347603,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.2417790397045956,0.3542888769306238,,,,,,,,,,,,,,,,,,,,,,,,,-0.8074183053431451,-0.173317181855344,0.634101123487801,0.634101123487801,1.885326703686533,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,insufficient_material_features,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,ML much worse than fitting; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1039_c4dt01734j__sample_8294,10.1039/c4dt01734j,https://doi.org/10.1039/c4dt01734j,,8294,Mg1.98Zn0.02Si0.5Sn0.49Sb0.01,unknown,n,27,20,2,2,0.1469583546742973,9.072557011192044,8.925598656517748,0.1246059690718225,8836.80919236701,8836.68458639794,0.9999066765506056,0.1878517972209638,-0.8120548793296416,0.071397400545088,8080.172922091896,8080.101524691351,1.002307,7.520569835691338e-05,0.6544783026729064,7.706350835627554e-05,unknown,no,no,ML_better_than_fitting,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.1469583546742974,0.2910522477862888,,,,,,,,,,,,,,,,,,,,,,,,,-8.586709034453566,0.6862288606887916,9.272937895142356,9.272937895142356,10645.982768503582,large_over_prediction,unknown,no,100,A,observed high ZT missed; manual review required; sintering check required later,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,observed high ZT; ZT_ML false negative; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1063_1.2936277__sample_3374,10.1063/1.2936277,https://doi.org/10.1063/1.2936277,,3374,Yb0.2Co4Sb13,unknown,n,21,9,0,0,0.0782076344304387,0.5979362518079891,0.5197286173775504,0.0464923024146314,0.4559943192826035,0.409502016867972,,,,,,,1.03855,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0782076344304387,0.1230980449634457,,,,,,,,,,,,,,,,,,,,,,,,,0.944367571916189,0.4332426047448079,-0.5111249671713811,0.5111249671713811,0.5998204208360259,large_under_prediction,unknown,no,50,B,insufficient ZT evaluation rows; manual review required; sintering check required later,high observed ZT; important candidate for paper,True,True,True,True,True,not_evaluable,not_evaluable,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,observed high ZT; ZT_ML false negative; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1039_c4ee01463d__sample_243,10.1039/c4ee01463d,https://doi.org/10.1039/c4ee01463d,,243,Sn0.98Bi0.02Hg0.02Te1.02,unknown,p,12,12,1,5,0.274147235237043,0.5678585179052471,0.293711282668204,0.2494993036798451,0.3681258349644375,0.1186265312845924,0.3276570346546624,0.5911005511597606,0.2634435165050981,0.1984152888810755,0.5124994779904645,0.3140841891093889,1.031169,0.4142476149653705,0.2519333586776235,0.4241949819607221,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,unknown,yes,yes,yes,yes,False,unknown,True,True,medium,0.274147235237043,0.4982109619893302,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,not_checked,yes,yes,yes,yes,False,unknown,True,True,1.314534715432469,0.4932382524507689,-0.8212964629816999,0.8212964629816999,0.4398610211524004,large_under_prediction,not_checked,no,100,A,observed high ZT missed; manual review required; sintering check required later,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,True,True,True,True,True,not_evaluable,not_evaluable,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,observed high ZT; ZT_ML false negative; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.jpcs.2019.109262__sample_34134,10.1016/j.jpcs.2019.109262,https://doi.org/10.1016/j.jpcs.2019.109262,,34134,Sb1.85Bi0.15Te3,unknown,p,43,30,3,3,0.1818334174700673,0.9770908517308696,0.7952574342608023,0.120807834832147,0.6189392549979449,0.4981314201657978,0.091212679933605,0.6338060741125068,0.5425933941789017,0.0904049044034175,0.6341145873848947,0.5437096829814771,0.9521626,1.0116197282567074,0.3873332942037896,0.9463127669770536,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.1818334174700673,0.327782110417001,,,,,,,,,,,,,,,,,,,,,,,,,1.1201193931038111,6.011428478179339e-05,-1.1200592788190291,1.1200592788190291,0.3262604537153998,large_under_prediction,unknown,no,65,B,predicted high ZT false positive; manual review required; sintering check required later,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect; tau_eff_ML_prediction_error,candidate hypothesis only; no causal mechanism proven,90,A,ML much worse than fitting; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.jallcom.2010.05.039__sample_3626,10.1016/j.jallcom.2010.05.039,https://doi.org/10.1016/j.jallcom.2010.05.039,,3626,CoSb3,unknown,n,8,4,2,2,0.112574226028425,0.7809027278757816,0.6683285018473566,0.0757524488045945,1.2728648836787329,1.1971124348741384,0.038115919993513,1.1317434215495032,1.0936275015559902,0.0240894651344728,1.176683557000287,1.1525940918658142,0.1505263,0.1424283853550492,0.3084578305323905,0.1451899078985291,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.112574226028425,0.2084506146507437,,,,,,,,,,,,,,,,,,,,,,,,,-1.1077908849816132,-4.008087157234893,-2.9002962722532803,2.9002962722532803,0.0550069206176733,large_under_prediction,unknown,no,10,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,ML much worse than fitting; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1063_1.3106102__sample_16672,10.1063/1.3106102,https://doi.org/10.1063/1.3106102,,16672,AgSbTe2,unknown,p,10,1,1,1,0.0934944674826916,0.7644596671913325,0.6709651997086409,0.2498007841896759,0.4147620192629776,0.1649612350733016,0.2478555532840344,0.4156729028387093,0.1678173495546748,0.2498007841897142,0.4147620192629356,0.1649612350732213,1.070998,0.5294711009650716,0.247932792095602,0.4236443981016899,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,unknown,yes,yes,yes,yes,False,unknown,True,True,medium,0.0934944674826916,0.1089985459643659,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,not_checked,yes,yes,yes,yes,False,unknown,True,True,-0.1458919930006713,-1.0315956593346471,-0.8857036663339759,0.8857036663339759,0.4124238623627465,large_under_prediction,not_checked,no,100,A,observed high ZT missed; manual review required; sintering check required later,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,True,True,True,True,True,both_good,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,observed high ZT; ZT_ML false negative; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.jssc.2014.08.026__sample_9119,10.1016/j.jssc.2014.08.026,https://doi.org/10.1016/j.jssc.2014.08.026,,9119,Mg2.2Si0.5Sn0.37Sb0.013,unknown,n,28,12,2,2,0.1300285362701724,0.5274200918810122,0.3973915556108398,0.1094229320481011,0.4054566615147704,0.2960337294666693,0.0973769576263533,0.4130032773919143,0.3156263197655609,0.0941927385458023,0.4026030046846114,0.308410266138809,1.043306,1.0284020837905947,0.6168470360982288,0.9433428570364863,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.1300285362701724,0.2715234555539071,,,,,,,,,,,,,,,,,,,,,,,,,0.7038339815468068,0.0741691825193735,-0.6296647990274332,0.6296647990274332,0.5327703562208446,large_under_prediction,unknown,no,75,B,manual review required; sintering check required later,high observed ZT; important candidate for paper; high predicted ZT,True,True,True,True,True,both_good,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,observed high ZT; ZT_ML false negative; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.jpcs.2014.04.008__sample_8831,10.1016/j.jpcs.2014.04.008,https://doi.org/10.1016/j.jpcs.2014.04.008,,8831,Mg2.12Si0.975Bi0.025,unknown,n,12,6,1,3,0.1670003554056898,1.272764845298693,1.1057644898930032,0.0858227944885905,0.7304753933587255,0.6446525988701349,0.1236451616167561,0.7518558288690453,0.6282106672522891,0.0715158320961548,0.7370951535136535,0.6655793214174986,0.6667797,0.4656953641222263,0.1318639266519368,0.4777123221983556,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,False,medium,0.1670003554056898,0.3471343038442427,,,,,,,,,,,,,,,,,,,,,,,,,0.9764959131379536,0.4176504021829005,-0.558845510955053,0.558845510955053,0.571868899268496,large_under_prediction,unknown,no,5,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,insufficient_material_features,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,ML much worse than fitting; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1039_c4ee01463d__sample_375,10.1039/c4ee01463d,https://doi.org/10.1039/c4ee01463d,,375,Sn0.98Bi0.02Hg0.04Te1.04,unknown,p,12,12,0,4,0.2026621056054804,0.4683993119668186,0.2657372063613382,0.1805752274171736,0.3302636916225614,0.1496884642053877,,,,0.1668948752559181,0.4538611661009202,0.2869662908450021,1.152044,0.2452321065840023,0.1607609565065915,0.2834281392706895,unknown,no,no,not_evaluated,primary DOI test sample aggregate,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,unknown,yes,yes,yes,yes,False,unknown,True,True,medium,0.2026621056054804,0.4020982107195036,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,not_checked,yes,yes,yes,yes,False,unknown,True,True,1.2395220358794992,0.4932382524507689,-0.7462837834287301,0.7462837834287301,0.4741252349500203,large_under_prediction,not_checked,no,100,A,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,True,True,True,True,True,not_evaluable,not_evaluable,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,observed high ZT; ZT_ML false negative; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.jpcs.2014.04.008__sample_8828,10.1016/j.jpcs.2014.04.008,https://doi.org/10.1016/j.jpcs.2014.04.008,,8828,Mg2Si0.975Bi0.025,unknown,n,12,9,2,5,0.1837239412813942,0.9360488150866654,0.7523248738052712,0.1567528951415899,0.6026017023970924,0.4458488072555025,0.0907666109697354,0.6358745487915527,0.5451079378218172,0.1368808190885226,0.6070226374337849,0.4701418183452623,0.500678,0.546237709322556,0.2181565255481611,0.4686813300550711,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,False,medium,0.1837239412813942,0.3727615403550758,,,,,,,,,,,,,,,,,,,,,,,,,0.6325761838456602,0.4176504021829005,-0.2149257816627596,0.2149257816627596,0.8066013025633482,good,unknown,no,5,low,no major issue,,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,ML much worse than fitting; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.jssc.2018.11.024__sample_39928,10.1016/j.jssc.2018.11.024,https://doi.org/10.1016/j.jssc.2018.11.024,,39928,Bi2Te3,unknown,n,6,6,6,6,0.0568203251543605,1.1383038430839243,1.0814835179295637,0.0447889376525399,0.6786638492836957,0.6338749116311557,0.0593535698662506,0.6692647565344717,0.609911186668221,0.0447889376525351,0.6786638492836023,0.6338749116310672,0.2183871,0.211838998569509,0.0679615243903481,0.2230521391165396,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,low,0.0568203251543605,,,,,,,,,,,,,,,,,,,,,,,,,,0.8853247801364678,-0.3231781403463856,-1.2085029204828537,1.2085029204828537,0.2986440388027022,large_under_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,ML much worse than fitting; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1039_c4ee01463d__sample_407,10.1039/c4ee01463d,https://doi.org/10.1039/c4ee01463d,,407,Sn0.98Bi0.02Hg0.03Te1.03,unknown,p,14,13,1,1,0.2248252153752,0.5562384964744362,0.3314132810992362,0.2059669780319218,0.374847146196928,0.1688801681650061,0.1996903252879621,0.5188298695686445,0.3191395442806824,0.2283822542585246,0.5360803160412057,0.307698061782681,1.210341,0.1189285786531679,0.0715034211265168,0.1541288796292329,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,unknown,yes,yes,yes,yes,False,unknown,True,True,medium,0.2248252153752,0.1866651990291243,p,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,not_checked,yes,yes,yes,yes,False,unknown,True,True,1.3260132565333562,0.4932382524507689,-0.8327750040825872,0.8327750040825872,0.4348409251508053,large_under_prediction,not_checked,no,100,A,observed high ZT missed; manual review required; sintering check required later,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,True,True,True,True,True,not_evaluable,not_evaluable,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,observed high ZT; ZT_ML false negative; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.jallcom.2004.07.074__sample_11234,10.1016/j.jallcom.2004.07.074,https://doi.org/10.1016/j.jallcom.2004.07.074,,11234,TiCo0.99Ni0.01Sb,unknown,n,13,6,2,2,0.3505144234643275,2.344724163194116,1.994209739729788,0.2676725709201453,9.791352826638612,9.523680255718467,0.1436167714697845,7.700143375097168,7.556526603627383,0.1422034136804483,7.714501918092736,7.572298504412288,0.0917847,0.0810619570075607,0.8235222558505038,0.0871026715012582,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.3505144234643275,0.4054680267608488,,,,,,,,,,,,,,,,,,,,,,,,,-1.9060202974780447,0.2006909058132744,2.106711203291319,2.106711203291319,8.221159054223019,large_over_prediction,unknown,no,10,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,ML much worse than fitting; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.intermet.2020.106914__sample_83380,10.1016/j.intermet.2020.106914,https://doi.org/10.1016/j.intermet.2020.106914,,83380,Ti0.9V0.1CoSb,unknown,n,12,7,3,5,0.2853133581400143,1.132446363055544,0.8471330049155296,0.277512580659983,2.283333201720573,2.00582062106059,0.4710347359192242,3.4012195730557235,2.9301848371365,0.2060512405638084,2.14243884972376,1.9363876091599512,0.09448,0.0886412958815106,0.2652077458734808,0.1082852296729751,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.2853133581400141,0.3881755779365342,,,,,,,,,,,,,,,,,,,,,,,,,-1.060607917250829,-0.173317181855344,0.8872907353954849,0.8872907353954849,2.4285411697182067,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,insufficient_material_features,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,ML much worse than fitting; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1063_1.3553842__sample_5387,10.1063/1.3553842,https://doi.org/10.1063/1.3553842,,5387,NdFe4Sb12,unknown,p,21,7,1,4,0.0760427966108394,1.2490980938918288,1.1730552972809891,0.0464350705998331,0.7214744779994718,0.6750394073996387,0.0162808146199617,0.7172511060593889,0.7009702914394271,0.0340376606085049,0.7179552816747916,0.6839176210662867,0.5378562,0.8857819459564099,0.2545989436964979,0.87054213467369,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0760427966108394,0.0661974149785906,,,,,,,,,,,,,,,,,,,,,,,,,1.5077371187559323,0.7869442165724929,-0.7207929021834394,0.7207929021834394,0.4863664620020749,large_under_prediction,unknown,no,10,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,insufficient_material_features,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,ML much worse than fitting; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.intermet.2020.106914__sample_83379,10.1016/j.intermet.2020.106914,https://doi.org/10.1016/j.intermet.2020.106914,,83379,Ti0.95V0.05CoSb,unknown,n,12,9,1,1,0.3105891695177596,1.4583574871483185,1.1477683176305589,0.3253156577359773,3.6532204355525177,3.3279047778165403,0.0750928561946646,2.8452491164736853,2.7701562602790206,0.0735451265580397,2.8516837148629746,2.7781385883049348,0.09448,0.0398542488265719,0.1656917844288511,0.0430180141192475,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.3105891695177596,0.4052461351375781,,,,,,,,,,,,,,,,,,,,,,,,,-1.3895926163547816,-0.173317181855344,1.2162754344994375,1.2162754344994375,3.3745953960948687,large_over_prediction,unknown,no,10,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,ML much worse than fitting; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
