sample_key,DOI,paper_title,sample_id,composition,material_system,n_or_p,n_or_p_final_step17,zt_obs_max_step22,zt_pred_fitting_max_step22,zt_pred_ML_max_step22,zt_calc_from_obs_max_step22,sigma_fitting_log_rmse_step22,sigma_ML_log_rmse_step22,sigma_log_rmse_gap_ML_minus_fitting_step22,zt_obs_fitting_mape_step22,zt_obs_ML_mape_step22,zt_obs_mape_gap_ML_minus_fitting_step22,comparison_category_step22,error_pattern_step23,primary_error_source_hypothesis_step23,secondary_error_source_hypothesis_step23,error_cause_note_step23,additive_final_step17,additive_source_step17,additive_confidence_final_step17,structure_final_step17,structure_source_step17,structure_confidence_final_step17,sintering_method,sintering_checked,record_checked,sintering_method_final_step17,sintering_checked_final_step17,sintering_source_step17,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,missing_additive_info_step23,missing_structure_info_step23,missing_sintering_info_step23,missing_np_paper_confirmation_step23,manual_annotation_needed_step23,step23_review_priority_score,step23_review_priority_tier,step23_review_reason,doi_url,n_rows_step22,n_pf_eval_rows_step22,n_zt_obs_eval_rows_step22,n_zt_calc_eval_rows_step22,pf_fitting_mape_step22,pf_ML_mape_step22,pf_mape_gap_ML_minus_fitting_step22,zt_calc_fitting_mape_step22,zt_calc_ML_mape_step22,zt_calc_mape_gap_ML_minus_fitting_step22,comparison_note_step22,n_or_p_source_step17,n_or_p_confidence_final_step17,sintering_condition_final_step17,sintering_confidence_final_step17,paper_checked_step17,manual_review_status_step17,step17_check_additive,step17_check_structure,step17_check_np_type,step17_check_sintering,target_quality_step18,sigma_fit_log_rmse_step12,validation_sigma_log_rmse_step13,n_or_p_final_step17__step17,n_or_p_source_step17__step17,n_or_p_confidence_final_step17__step17,additive_final_step17__step17,additive_source_step17__step17,additive_confidence_final_step17__step17,structure_final_step17__step17,structure_source_step17__step17,structure_confidence_final_step17__step17,sintering_method_final_step17__step17,sintering_condition_final_step17__step17,sintering_checked_final_step17__step17,sintering_source_step17__step17,sintering_confidence_final_step17__step17,paper_checked_step17__step17,manual_review_status_step17__step17,step17_check_additive__step17,step17_check_structure__step17,step17_check_np_type__step17,step17_check_sintering__step17,nanocarbon_keyword_detected_step9__step17,nanocarbon_type_auto_step9__step17,rare_metal_flag_auto_step9__step17,toxicity_flag_auto_step9__step17,target_log_tau_eff_step18,pred_log_tau_eff_step19,residual_log_tau_eff_step19,abs_error_log_tau_eff_step19,tau_eff_ratio_pred_true_step19,residual_category_step19,manual_review_status_step17__step19,paper_checked_step17__step19,manual_review_priority_score_step15,manual_review_priority_tier_step15,pf_zt_problem_reason_step15,sintering_check_reason_step15
10.1002_adfm.200800298__sample_5871,10.1002/adfm.200800298,,5871,Yb14Mn0.05Al0.95Sb11,unknown,p,p,,,,,0.3244848343914051,1.470888249515881,1.146403415124476,,,,not_evaluated,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,no,unknown,no,unknown,False,unknown,True,True,True,True,True,True,True,10,low,manual review not checked,https://doi.org/10.1002/adfm.200800298,37,0,0,0,,,,,,,primary DOI test sample aggregate,,high,,unknown,no,unknown,,,,,medium,0.3244848343914051,0.4374260165295378,,,,,,,,,,,,,,,,,,,,,,,,,-0.9077026313646522,1.1383589576805098,2.046061589045162,2.046061589045162,7.73736808475355,large_over_prediction,unknown,no,10,low,insufficient ZT evaluation rows,
10.1002_adfm.201400123__sample_8245,10.1002/adfm.201400123,,8245,Mg2Si0.4Sn0.58Sb0.02,unknown,n,n,0.8522337,0.9159803107094564,0.5409308988099379,0.7959338939992026,0.177762503928223,0.5558919886382102,0.3781294847099872,0.1246846710649696,0.3358190313875567,0.2111343603225871,ML_moderately_worse,both_good,material_system_out_of_distribution,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,no,unknown,no,unknown,False,unknown,True,True,True,True,True,True,True,10,low,manual review not checked,https://doi.org/10.1002/adfm.201400123,24,13,1,1,0.1406107698343727,0.4159910111561394,0.2753802413217667,0.1508246069369853,0.320382128606173,0.1695575216691877,primary DOI test sample aggregate,,high,,unknown,no,unknown,,,,,medium,0.177762503928223,0.3786327543244966,,,,,,,,,,,,,,,,,,,,,,,,,0.7193968850473441,0.0741691825193735,-0.6452277025279706,0.6452277025279706,0.5245430887198589,large_under_prediction,unknown,no,10,low,no major issue,
10.1002_adfm.201400123__sample_8246,10.1002/adfm.201400123,,8246,Mg2Si0.4Sn0.49Sb0.11,unknown,n,n,0.5463918,,,,0.1718827770554195,2.005841078218108,1.833958301162688,,,,not_evaluated,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,no,unknown,no,unknown,False,unknown,True,True,True,True,True,True,True,10,low,manual review not checked,https://doi.org/10.1002/adfm.201400123,24,12,0,0,0.1221495344043741,6.385499306315193,6.263349771910819,,,,primary DOI test sample aggregate,,high,,unknown,no,unknown,,,,,medium,0.1718827770554195,0.3951479085278935,,,,,,,,,,,,,,,,,,,,,,,,,-1.8057695374663567,0.0741691825193735,1.8799387199857305,1.8799387199857305,6.553103275624418,large_over_prediction,unknown,no,10,low,insufficient ZT evaluation rows,
10.1002_adfm.201400123__sample_8247,10.1002/adfm.201400123,,8247,Mg2Si0.4Sn0.48Sb0.12,unknown,n,n,0.8350515,,,,0.1241027332766506,0.7487530457839904,0.6246503125073397,,,,not_evaluated,not_evaluable,not_evaluable,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,no,unknown,no,unknown,False,unknown,True,True,True,True,True,True,True,10,low,manual review not checked,https://doi.org/10.1002/adfm.201400123,24,12,0,0,0.1190909559266354,0.4922212234762555,0.3731302675496201,,,,primary DOI test sample aggregate,,high,,unknown,no,unknown,,,,,medium,0.1241027332766506,0.2596024643783809,,,,,,,,,,,,,,,,,,,,,,,,,0.9310902227093516,0.0741691825193735,-0.8569210401899781,0.8569210401899781,0.4244669892093924,large_under_prediction,unknown,no,10,low,insufficient ZT evaluation rows,
10.1002_adfm.201400123__sample_8248,10.1002/adfm.201400123,,8248,Mg2Si0.4Sn0.33Sb0.27,unknown,n,n,0.6013746,,,,0.0844078340297171,0.123076323942978,0.0386684899132609,,,,not_evaluated,not_evaluable,not_evaluable,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,no,unknown,no,unknown,False,unknown,True,True,True,True,True,True,True,10,low,manual review not checked,https://doi.org/10.1002/adfm.201400123,24,16,0,0,0.0727722438190748,0.1066068205687985,0.0338345767497236,,,,primary DOI test sample aggregate,,high,,unknown,no,unknown,,,,,medium,0.0844078340297171,0.1130157770909393,,,,,,,,,,,,,,,,,,,,,,,,,0.1031218037697925,0.0741691825193735,-0.0289526212504189,0.0289526212504189,0.9714624900543224,good,unknown,no,10,low,insufficient ZT evaluation rows,
10.1002_adfm.201400123__sample_8249,10.1002/adfm.201400123,,8249,Mg2Si0.4Sn0.22Sb0.38,unknown,n,n,0.5876289,,,,0.1812555579486587,0.7314721853189706,0.5502166273703119,,,,not_evaluated,not_evaluable,not_evaluable,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,no,unknown,no,unknown,False,unknown,True,True,True,True,True,True,True,10,low,manual review not checked,https://doi.org/10.1002/adfm.201400123,24,12,0,0,0.1594035320567036,1.025664578821053,0.8662610467643493,,,,primary DOI test sample aggregate,,high,,unknown,no,unknown,,,,,medium,0.1812555579486588,0.3093427190862013,,,,,,,,,,,,,,,,,,,,,,,,,-0.5159657263458711,0.0741691825193735,0.5901349088652447,0.5901349088652447,1.804231805845288,large_over_prediction,unknown,no,10,low,insufficient ZT evaluation rows,
10.1002_adfm.201400474__sample_26729,10.1002/adfm.201400474,,26729,Bi2Te2.9Se0.1,unknown,n,n,0.8073026,0.7963079802850099,0.4320881035124156,0.7598682718292689,0.1611446432998855,0.6322375966133215,0.4710929533134359,0.09604057423982,0.4715197300158213,0.3754791557760014,ML_moderately_worse,both_good,material_system_out_of_distribution,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,no,unknown,no,unknown,False,unknown,True,True,True,True,True,True,True,10,low,manual review not checked,https://doi.org/10.1002/adfm.201400474,17,12,3,3,0.1242676655060357,0.4240593374891294,0.2997916719830937,0.1186211335211167,0.4612985513166727,0.3426774177955559,primary DOI test sample aggregate,,high,,unknown,no,unknown,,,,,medium,0.1611446432998852,0.2354175958287748,,,,,,,,,,,,,,,,,,,,,,,,,0.4389204916482685,0.0434032168861993,-0.3955172747620692,0.3955172747620692,0.673331651680671,moderate_error,unknown,no,0,low,no major issue,
10.1002_adfm.201400474__sample_26730,10.1002/adfm.201400474,,26730,Bi2Te2.3Se0.7,unknown,n,n,0.9538268,0.8871399180450751,0.5567701688251259,0.8696077819415545,0.149088961522416,0.4891256586523459,0.3400366971299298,,,,not_evaluated,not_evaluable,not_evaluable,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,no,unknown,no,unknown,False,unknown,True,True,True,True,True,True,True,10,low,manual review not checked,https://doi.org/10.1002/adfm.201400474,17,11,0,1,0.1427567940172659,0.3726352214189639,0.2298784274016979,0.0201609696550517,0.3597456458105318,0.33958467615548,primary DOI test sample aggregate,,high,,unknown,no,unknown,,,,,medium,0.149088961522416,0.2334118207195663,,,,,,,,,,,,,,,,,,,,,,,,,0.2934141628881017,0.0434032168861993,-0.2500109460019024,0.2500109460019024,0.7787922583632076,moderate_error,unknown,no,10,low,insufficient ZT evaluation rows,
10.1002_adfm.201400474__sample_26731,10.1002/adfm.201400474,,26731,Bi2Te1.7Se1.3,unknown,n,n,0.6841886,,,,0.1366199682563728,0.4776313484329852,0.3410113801766124,,,,not_evaluated,not_evaluable,not_evaluable,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,no,unknown,no,unknown,False,unknown,True,True,True,True,True,True,True,10,low,manual review not checked,https://doi.org/10.1002/adfm.201400474,17,9,0,0,0.1326917668063967,0.3309951074884723,0.1983033406820755,,,,primary DOI test sample aggregate,,high,,unknown,no,unknown,,,,,medium,0.1366199682563728,0.2163373525951417,,,,,,,,,,,,,,,,,,,,,,,,,0.2852392913810275,0.0434032168861993,-0.2418360744948282,0.2418360744948282,0.7851848788307458,good,unknown,no,10,low,insufficient ZT evaluation rows,
10.1002_adfm.201400474__sample_26732,10.1002/adfm.201400474,,26732,Bi2Te1.1Se1.9,unknown,n,n,0.3351864,0.3491108276821058,0.1332377859062398,0.327763244460826,0.1079434590866174,0.969283304266486,0.8613398451798687,0.0863184985873187,0.5854076698172148,0.4990891712298961,ML_moderately_worse,not_evaluable,not_evaluable,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,no,unknown,no,unknown,False,unknown,True,True,True,True,True,True,True,10,low,manual review not checked,https://doi.org/10.1002/adfm.201400474,17,11,1,2,0.0761383134819765,0.6176175303433996,0.5414792168614231,0.1211473319450051,0.6397295693552179,0.5185822374102127,primary DOI test sample aggregate,,high,,unknown,no,unknown,,,,,medium,0.1079434590866174,0.170192265877314,,,,,,,,,,,,,,,,,,,,,,,,,0.7908180152626292,0.0434032168861993,-0.7474147983764299,0.7474147983764299,0.4735892953571863,large_under_prediction,unknown,no,10,low,no major issue,
10.1002_adfm.201400474__sample_26733,10.1002/adfm.201400474,,26733,Bi2Te2.6Se0.4,unknown,n,n,0.9076206,0.7896137700210715,0.4524270271032277,0.8497999450295124,0.1622189834490541,0.5800620975924141,0.41784311414336,,,,not_evaluated,not_evaluable,not_evaluable,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,no,unknown,no,unknown,False,unknown,True,True,True,True,True,True,True,10,low,manual review not checked,https://doi.org/10.1002/adfm.201400474,17,9,0,1,0.1653445526705486,0.4278353323147408,0.2624907796441921,0.0708239337510791,0.4676076060613118,0.3967836723102326,primary DOI test sample aggregate,,high,,unknown,no,unknown,,,,,medium,0.1622189834490541,0.2527208972885406,,,,,,,,,,,,,,,,,,,,,,,,,0.3844814246333349,0.0434032168861993,-0.3410782077471356,0.3410782077471356,0.7110033000656403,moderate_error,unknown,no,10,low,insufficient ZT evaluation rows,
10.1002_adfm.201400474__sample_26734,10.1002/adfm.201400474,,26734,Bi2Te2Se,unknown,n,n,0.8737719,0.7945910949250405,0.5485888082488294,0.7018758666289022,0.1401378376739236,0.3960970863734379,0.2559592486995142,,,,not_evaluated,not_evaluable,not_evaluable,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,no,unknown,no,unknown,False,unknown,True,True,True,True,True,True,True,10,low,manual review not checked,https://doi.org/10.1002/adfm.201400474,17,7,0,1,0.0973490536855835,0.296891951709655,0.1995428980240714,0.1320963331328771,0.2183962516282372,0.0862999184953601,primary DOI test sample aggregate,,high,,unknown,no,unknown,,,,,medium,0.1401378376739236,0.2313626129812486,,,,,,,,,,,,,,,,,,,,,,,,,0.1980424400933194,0.0434032168861993,-0.1546392232071201,0.1546392232071201,0.8567242079468776,good,unknown,no,10,low,insufficient ZT evaluation rows,
10.1002_adfm.201400474__sample_26735,10.1002/adfm.201400474,,26735,Bi2Te1.4Se1.6,unknown,n,n,0.2657237,0.1567899668233982,0.0980034008261911,0.1968843385092092,0.1413269563554592,0.4906974217605322,0.349370465405073,,,,not_evaluated,not_evaluable,not_evaluable,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,no,unknown,no,unknown,False,unknown,True,True,True,True,True,True,True,10,low,manual review not checked,https://doi.org/10.1002/adfm.201400474,17,9,0,1,0.1197334148055809,0.3957556406048714,0.2760222257992905,0.2036442918182422,0.5022285593244024,0.2985842675061601,primary DOI test sample aggregate,,high,,unknown,no,unknown,,,,,medium,0.141326956355459,0.2221015672465901,,,,,,,,,,,,,,,,,,,,,,,,,0.2974689198915448,0.0434032168861993,-0.2540657030053455,0.2540657030053455,0.7756408384381093,moderate_error,unknown,no,10,low,insufficient ZT evaluation rows,
10.1002_adfm.201902437__sample_41411,10.1002/adfm.201902437,,41411,Cd3As2,unknown,n,n,,,,,0.4597693784780968,1.4200659962451707,0.960296617767074,,,,not_evaluated,not_evaluable,not_evaluable,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,no,unknown,no,unknown,False,unknown,False,True,True,True,True,True,True,10,low,manual review not checked,https://doi.org/10.1002/adfm.201902437,20,0,0,0,,,,,,,primary DOI test sample aggregate,,high,,unknown,no,unknown,,,,,medium,0.4597693784780968,0.456066368399138,,,,,,,,,,,,,,,,,,,,,,,,,1.6162108167076137,0.7976295489838091,-0.8185812677238046,0.8185812677238046,0.4410569525700947,large_under_prediction,unknown,no,5,low,insufficient ZT evaluation rows,
10.1002_adfm.201902437__sample_41412,10.1002/adfm.201902437,,41412,Cd3As2,unknown,n,n,,,,,0.5188731702728182,1.7579123393522764,1.2390391690794582,,,,not_evaluated,not_evaluable,not_evaluable,missing_additive_or_structure_annotation; tau_eff_ML_prediction_error,candidate hypothesis only; no causal mechanism proven,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,no,unknown,no,unknown,False,unknown,False,True,True,True,True,True,True,10,low,manual review not checked,https://doi.org/10.1002/adfm.201902437,20,0,0,0,,,,,,,primary DOI test sample aggregate,,high,,unknown,no,unknown,,,,,medium,0.5188731702728182,0.5401034530306743,,,,,,,,,,,,,,,,,,,,,,,,,1.952224817297281,0.7976295489838091,-1.154595268313472,1.154595268313472,0.3151850764795906,large_under_prediction,unknown,no,5,low,insufficient ZT evaluation rows,
