sample_key,DOI,doi_url,paper_title,sample_id,composition,material_system,n_or_p,n_rows_step22,n_pf_eval_rows_step22,n_zt_obs_eval_rows_step22,n_zt_calc_eval_rows_step22,sigma_fitting_log_rmse_step22,sigma_ML_log_rmse_step22,sigma_log_rmse_gap_ML_minus_fitting_step22,pf_fitting_mape_step22,pf_ML_mape_step22,pf_mape_gap_ML_minus_fitting_step22,zt_obs_fitting_mape_step22,zt_obs_ML_mape_step22,zt_obs_mape_gap_ML_minus_fitting_step22,zt_calc_fitting_mape_step22,zt_calc_ML_mape_step22,zt_calc_mape_gap_ML_minus_fitting_step22,zt_obs_max_step22,zt_pred_fitting_max_step22,zt_pred_ML_max_step22,zt_calc_from_obs_max_step22,sintering_method,sintering_checked,record_checked,comparison_category_step22,comparison_note_step22,step22_problem_reason,needs_step23_error_analysis
10.1016_j.mattod.2017.02.007__sample_21615,10.1016/j.mattod.2017.02.007,https://doi.org/10.1016/j.mattod.2017.02.007,,21615,(Bi0.25Sb0.75)2Te3,unknown,p,10,1,0,0,0.19630517732598965,0.6849454444686919,0.48864026714270226,0.17819709536140405,0.5736381819169993,0.3954410865555953,,,,,,,1.145763,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,ML missed high ZT; possible missing structure/additive feature,True
10.1016_j.mattod.2017.11.005__sample_41015,10.1016/j.mattod.2017.11.005,https://doi.org/10.1016/j.mattod.2017.11.005,,41015,Sn0.98Na0.02Se0.9S0.1,unknown,p,13,9,0,0,0.3913083517963944,0.687798598130259,0.2964902463338646,0.24100754151127302,0.48476047803427247,0.24375293652299945,,,,,,,1.499209,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,ML missed high ZT; possible missing structure/additive feature,True
10.1016_j.mattod.2017.11.005__sample_41016,10.1016/j.mattod.2017.11.005,https://doi.org/10.1016/j.mattod.2017.11.005,,41016,Sn0.97Na0.03Se0.9S0.1,unknown,p,13,13,5,5,0.5845360214569235,1.26388071046879,0.6793446890118664,0.5203070346202123,0.6208546899572092,0.10054765533699683,0.45411726034538,0.6714705211774331,0.21735326083205309,0.47683283376167596,0.6547147640743345,0.17788193031265853,2.298333,4.326452701432048,1.4108076860576506,2.160538366213624,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.msea.2012.11.073__sample_21173,10.1016/j.msea.2012.11.073,https://doi.org/10.1016/j.msea.2012.11.073,,21173,Si0.8Ge0.2,unknown,n,9,9,0,0,0.27028936366895956,1.0417024435318312,0.7714130798628716,0.20538127505500248,1.8292892522143258,1.6239079771593232,,,,,,,0.9332795,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.mseb.2003.10.014__sample_15594,10.1016/j.mseb.2003.10.014,https://doi.org/10.1016/j.mseb.2003.10.014,,15594,Pb0.79Sn0.21Cd0.001Te,unknown,p,22,13,0,10,0.5740546580023664,3.5581529035379016,2.9840982455355354,0.5614823426799067,31.393418806868645,30.83193646418874,,,,0.5906895737481033,35.72592891809063,35.13523934434253,,0.0308749994230555,1.0343068792394792,0.055512796498106,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; ML false high-ZT prediction; possible missing structure/additive feature,True
10.1016_j.mseb.2003.10.014__sample_15595,10.1016/j.mseb.2003.10.014,https://doi.org/10.1016/j.mseb.2003.10.014,,15595,Pb0.74Sn0.24Cd0.02Te,unknown,p,51,27,0,20,0.38126657720437274,2.1437011633133984,1.7624345861090256,0.33199416462706455,7.653934355627677,7.321940191000612,,,,0.3639836769329073,8.274738894300896,7.9107552173679885,,0.5274750936262469,4.348670319970669,0.398227703388195,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; ML false high-ZT prediction; possible missing structure/additive feature,True
10.1016_j.mseb.2003.10.014__sample_15596,10.1016/j.mseb.2003.10.014,https://doi.org/10.1016/j.mseb.2003.10.014,,15596,Pb0.744Sn0.24Cd0.016Te,unknown,p,25,15,0,12,0.9777115905829865,3.068963187237489,2.0912515966545024,1.2048201320523964,27.110904019546773,25.906083887494376,,,,1.3644706461102076,30.68827877076038,29.323808124650174,,0.1402319154487906,2.571783777488048,0.1875968372282332,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; ML false high-ZT prediction; possible missing structure/additive feature,True
10.1016_j.mseb.2008.12.029__sample_9239,10.1016/j.mseb.2008.12.029,https://doi.org/10.1016/j.mseb.2008.12.029,,9239,Mg2Si0.8Sn0.2,unknown,n,9,6,0,1,0.42674946898821103,2.979968652002768,2.553219183014557,0.4491938626943805,21.280498712493245,20.831304849798865,,,,0.5328275202099022,7.919117974679086,7.386290454469184,,0.0305525452981373,0.5833001037716291,0.0653988550692555,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.mseb.2015.01.008__sample_9245,10.1016/j.mseb.2015.01.008,https://doi.org/10.1016/j.mseb.2015.01.008,,9245,Mg2Si,unknown,n,12,4,2,3,0.32154514649146265,1.0473995277292742,0.7258543812378115,0.5502649994099702,0.4741305415423672,-0.07613445786760298,8.767340583980065,2.6046404570448045,-6.162700126935261,0.650127369110733,0.3910199175680149,-0.2591074515427181,0.1400365,1.602451396361218,0.591385248021917,1.0307600835989006,unknown,no,no,ML_better_than_fitting,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.mseb.2015.01.008__sample_9249,10.1016/j.mseb.2015.01.008,https://doi.org/10.1016/j.mseb.2015.01.008,,9249,Sb0.056(Mg2(Si0.95Ge0.05))99.944,unknown,n,12,4,1,1,0.29032757276297877,1.2750092300474565,0.9846816572844777,0.20584092409567234,2.6070332222360078,2.4011922981403355,0.286123623990853,1.470619921266914,1.1844962972760609,0.27245983614340985,1.5179082580018797,1.2454484218584698,0.4052326,0.1478178837590452,0.5115757021912358,0.2031748776252887,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.mssp.2020.105393__sample_38619,10.1016/j.mssp.2020.105393,https://doi.org/10.1016/j.mssp.2020.105393,,38619,PbS,unknown,n,19,19,19,19,0.24582612333488424,1.0755800822901211,0.829753958955237,0.21361539945020325,1.934770124811922,1.7211547253617188,0.21787459655610802,1.9325772498381273,1.7147026532820193,0.21361539945019067,1.9347701248117335,1.721154725361543,0.3516185,0.479645799772839,1.3667066139514192,0.34701656079258,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; ML false high-ZT prediction; possible missing structure/additive feature,True
10.1016_j.mssp.2020.105393__sample_38620,10.1016/j.mssp.2020.105393,https://doi.org/10.1016/j.mssp.2020.105393,,38620,Pb0.995Bi0.005S,unknown,n,19,19,18,18,0.18418032126337072,1.1670881263918682,0.9829078051284975,0.1551744015535608,2.221776635855224,2.066602234301663,0.1590808525938264,2.2618892286880934,2.102808376094267,0.15701112721360252,2.2463545483787226,2.08934342116512,0.425134,0.6007813514457642,1.9020635234315717,0.4308323061041825,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; ML false high-ZT prediction; possible missing structure/additive feature,True
10.1016_j.mssp.2020.105393__sample_38621,10.1016/j.mssp.2020.105393,https://doi.org/10.1016/j.mssp.2020.105393,,38621,Pb0.99Bi0.01S,unknown,n,19,19,18,19,0.06985403496491752,0.6833544537573467,0.6135004187924292,0.05646192404055933,0.978316084908639,0.9218541608680797,0.0632220873549973,0.9464922819690627,0.8832701946140653,0.056461924040586975,0.978316084908587,0.921854160868,0.7028832,0.7365063587687846,1.4534460890134202,0.7061315196009632,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; ML false high-ZT prediction; possible missing structure/additive feature,True
10.1016_j.mssp.2020.105393__sample_38622,10.1016/j.mssp.2020.105393,https://doi.org/10.1016/j.mssp.2020.105393,,38622,Pb0.98Bi0.02S,unknown,n,18,18,18,18,0.11309325089860826,0.23933348397280965,0.1262402330742014,0.08611115440304767,0.24317362899512382,0.15706247459207615,0.0885029006117698,0.25201157349390135,0.16350867288213156,0.08611115440304659,0.24317362899510128,0.1570624745920547,0.642357,0.8372278510696968,1.0338281181452162,0.6429518843572917,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,ML false high-ZT prediction; possible missing structure/additive feature,True
10.1016_j.mtcomm.2020.101121__sample_31039,10.1016/j.mtcomm.2020.101121,https://doi.org/10.1016/j.mtcomm.2020.101121,,31039,Bi2Te2.79Se0.21Cl0.005,unknown,n,9,0,0,0,0.17566725498447716,1.0088143315519569,0.8331470765674798,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.mtener.2020.100492__sample_36372,10.1016/j.mtener.2020.100492,https://doi.org/10.1016/j.mtener.2020.100492,,36372,Cement with GnP and Fe2O3,unknown,p,7,7,2,2,0.0850446679384379,2.9406984206954654,2.8556537527570276,0.0748355164038346,17.975546163145825,17.90071064674199,0.05956727815406207,16.779627068424695,16.720059790270632,0.0560016485964889,16.847038125404257,16.79103647680777,0.005000106,0.0045851859346037,0.0866865795531042,0.0049792519505511,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.mtener.2020.100492__sample_36373,10.1016/j.mtener.2020.100492,https://doi.org/10.1016/j.mtener.2020.100492,,36373,Cement with GnP and ZnO,unknown,p,7,7,3,3,0.0855660641344875,3.622940053731042,3.5373739895965546,0.07544780853778696,36.54944570334149,36.4739978948037,0.09635545843360088,32.80505228791107,32.70869682947747,0.04495764030511499,34.727828168686244,34.68287052838113,0.01014908,0.0084511965399594,0.3161565502664502,0.0091962096649597,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.mtener.2020.100492__sample_36374,10.1016/j.mtener.2020.100492,https://doi.org/10.1016/j.mtener.2020.100492,,36374,Cement with GnP and MnO2,unknown,p,6,6,4,4,0.0841406899358422,5.020254444877372,4.9361137549415295,0.07737931027276172,150.88620108045438,150.80882177018162,0.07665428847921112,138.7419801854905,138.6653258970113,0.07592483192146576,147.92686172886758,147.8509368969461,0.002080317,0.0018623379220567,0.2818519496604268,0.0020685506577283,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.mtener.2020.100492__sample_36375,10.1016/j.mtener.2020.100492,https://doi.org/10.1016/j.mtener.2020.100492,,36375,Cement with GnP,unknown,p,11,10,1,3,0.08886379114353883,5.093721656449371,5.004857865305832,0.08084608706654979,163.10415845072754,163.02331236366098,0.4379216144299183,233.19291468264416,232.75499306821425,0.0931266176731224,162.5607884812798,162.46766186360665,0.0002905181,0.0002866791512297,0.0466911584967361,0.0002822956159894,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.mtla.2019.100374__sample_27600,10.1016/j.mtla.2019.100374,https://doi.org/10.1016/j.mtla.2019.100374,,27600,Si0.8Ge0.2,unknown,p,19,0,0,0,0.14242901865690913,1.2769371819175195,1.1345081632606104,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.mtla.2019.100374__sample_27601,10.1016/j.mtla.2019.100374,https://doi.org/10.1016/j.mtla.2019.100374,,27601,Si0.5Ge0.5,unknown,p,18,0,0,0,0.16045561594412047,1.0889734454117168,0.9285178294675963,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.mtla.2019.100374__sample_27602,10.1016/j.mtla.2019.100374,https://doi.org/10.1016/j.mtla.2019.100374,,27602,Ge,unknown,p,19,0,0,0,0.1959792599129124,2.1211028380613572,1.9251235781484448,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.mtphys.2018.05.001__sample_44015,10.1016/j.mtphys.2018.05.001,https://doi.org/10.1016/j.mtphys.2018.05.001,,44015,Ag9GaSe5.23Te0.75,unknown,n,12,12,6,7,0.22468012069418528,0.8890488249234724,0.6643687042292871,0.2029789098909279,1.4263046177791503,1.2233257078882225,0.20363572213600434,1.2646023455040274,1.060966623368023,0.20556005214787815,1.2153599975268012,1.009799945378923,1.367921,1.9987640443084704,4.724297663585607,1.3325676409126268,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; possible missing structure/additive feature,True
10.1016_j.mtphys.2020.100180__sample_34195,10.1016/j.mtphys.2020.100180,https://doi.org/10.1016/j.mtphys.2020.100180,,34195,Cu2ErTe3,unknown,p,13,3,1,3,0.518932589895461,2.6353467648009232,2.1164141749054624,0.6783674012125346,0.8899391303853598,0.21157172917282518,0.3491135416805099,0.95086430755746,0.6017507658769501,0.67836740121246,0.8899391303853698,0.21157172917290978,0.1283944,1.490106927615977,0.112488798569995,0.7269510480091018,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.mtphys.2020.100180__sample_34196,10.1016/j.mtphys.2020.100180,https://doi.org/10.1016/j.mtphys.2020.100180,,34196,Cu2.9Ag0.1ErTe3,unknown,p,13,3,1,2,0.4582890547126108,2.5514482802466176,2.093159225534007,0.3124323517632388,0.9441199104396493,0.6316875586764105,0.3684063354594601,0.9486690355039534,0.5802627000444933,0.315832480584598,0.9443962461624631,0.6285637655778651,0.8445995,0.1271509207205066,0.0103338265780293,0.2030206290830466,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.mtphys.2020.100180__sample_34197,10.1016/j.mtphys.2020.100180,https://doi.org/10.1016/j.mtphys.2020.100180,,34197,Cu2.7Ag0.3ErTe3,unknown,p,13,4,0,1,0.565761015418496,2.505703424936325,1.9399424095178288,0.6248232946688883,0.8863390456794507,0.26151575101056235,,,,0.8776515545521335,0.8365053026045269,-0.04114625194760657,0.7135401,1.9059901501203624,0.1659622532611008,1.0150925742848962,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.mtphys.2021.100497__sample_45593,10.1016/j.mtphys.2021.100497,https://doi.org/10.1016/j.mtphys.2021.100497,,45593,Ge0.86Al0.04Sb0.1Te,unknown,p,11,11,8,11,0.12497859631129468,0.5636663297819275,0.43868773347063283,0.10152184111453882,0.418352787747793,0.3168309466332542,0.12485916249676787,0.42405664879800176,0.2991974863012339,0.10152184111453787,0.4183527877477831,0.31683094663324524,1.599037,1.6425841202899014,0.948033316933384,1.6108015425958673,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,ML missed high ZT; possible missing structure/additive feature,True
10.1016_j.mtphys.2021.100497__sample_45594,10.1016/j.mtphys.2021.100497,https://doi.org/10.1016/j.mtphys.2021.100497,,45594,Ge0.85Al0.05Sb0.1Te,unknown,p,11,10,5,8,0.08448899309194371,0.8102063850183227,0.725717391926379,0.06658333684667139,0.5463993206908963,0.47981598384422486,0.09166547036562414,0.5352440522376203,0.44357858187199617,0.06648036800644905,0.5372006919904668,0.47072032398401775,1.426243,1.6307478824814277,0.7285126283049536,1.5678916405704608,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,ML missed high ZT; possible missing structure/additive feature,True
10.1016_j.mtphys.2021.100497__sample_45595,10.1016/j.mtphys.2021.100497,https://doi.org/10.1016/j.mtphys.2021.100497,,45595,Ge0.76Pb0.1Sb0.1Te,unknown,p,11,10,8,9,0.46011277107663906,1.2887423878859163,0.8286296168092773,0.46321093070979485,2.595829849386246,2.1326189186764513,0.46873416404433893,2.6855047575021906,2.2167705934578517,0.4544770964242821,2.424417970056775,1.9699408736324928,1.825997,1.5673773857808042,5.2237291920260445,1.899375762912152,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.mtphys.2021.100497__sample_45596,10.1016/j.mtphys.2021.100497,https://doi.org/10.1016/j.mtphys.2021.100497,,45596,Ge0.75Al0.01Pb0.1Sb0.1Te,unknown,p,11,10,8,8,0.5932081385060187,1.2600050302441799,0.6667968917381611,0.643322448508891,2.5814933272925105,1.9381708787836196,0.681387217951474,2.4097755872727946,1.7283883693213207,0.6441479710246191,2.2307372421039626,1.5865892710793434,2.052957,1.4069397144331828,4.276115127689025,2.1350468721826936,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.mtphys.2021.100497__sample_45597,10.1016/j.mtphys.2021.100497,https://doi.org/10.1016/j.mtphys.2021.100497,,45597,Ge0.745Al0.015Pb0.1Sb0.1Te,unknown,p,11,8,3,5,0.4762634301227748,0.8798433179280608,0.40357988780528603,0.4488605459787739,1.2440745369747481,0.7952139909959742,0.36695336874976353,1.3362876568480078,0.9693342880982443,0.4234420419672752,1.4458171843197767,1.0223751423525016,2.156121,1.6525942245025231,3.463022729784889,2.141363964284315,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; possible missing structure/additive feature,True
10.1016_j.nanoen.2015.03.036__sample_7536,10.1016/j.nanoen.2015.03.036,https://doi.org/10.1016/j.nanoen.2015.03.036,,7536,Bi2S3,unknown,n,11,0,0,0,0.30053828899188484,3.632839084971934,3.332300795980049,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.nanoen.2015.05.032__sample_6374,10.1016/j.nanoen.2015.05.032,https://doi.org/10.1016/j.nanoen.2015.05.032,,6374,Bi0.5Sb1.5Te3,unknown,p,5,0,0,0,0.20095676655354716,1.1907696290916339,0.9898128625380866,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.nanoen.2015.05.032__sample_6375,10.1016/j.nanoen.2015.05.032,https://doi.org/10.1016/j.nanoen.2015.05.032,,6375,Bi0.5Sb1.5Te3,unknown,p,5,0,0,0,0.24008055994073838,1.2329545736102214,0.992874013669483,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.nanoen.2015.05.032__sample_6376,10.1016/j.nanoen.2015.05.032,https://doi.org/10.1016/j.nanoen.2015.05.032,,6376,Bi0.5Sb1.5Te3,unknown,p,5,0,0,0,0.26071157904156284,1.2358866021823958,0.9751750231408329,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.nanoen.2015.05.032__sample_6380,10.1016/j.nanoen.2015.05.032,https://doi.org/10.1016/j.nanoen.2015.05.032,,6380,Bi0.5Sb1.5Te3,unknown,p,5,0,0,0,0.23968429058088506,1.0122446232052495,0.7725603326243645,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.nanoen.2016.02.040__sample_3162,10.1016/j.nanoen.2016.02.040,https://doi.org/10.1016/j.nanoen.2016.02.040,,3162,Pb0.99In0.01Te,unknown,n,7,2,0,0,0.48162402637649954,2.077602271974763,1.5959782455982634,0.963833601165045,9.708376710496836,8.74454310933179,,,,,,,0.3151055,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.nanoen.2016.02.040__sample_3163,10.1016/j.nanoen.2016.02.040,https://doi.org/10.1016/j.nanoen.2016.02.040,,3163,Pb0.98In0.02Te,unknown,n,7,1,0,0,0.2945270383439601,1.5412184764355243,1.2466914380915641,0.3476379502503644,5.1175889728510535,4.769951022600689,,,,,,,0.5504515,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.nanoen.2016.02.040__sample_3164,10.1016/j.nanoen.2016.02.040,https://doi.org/10.1016/j.nanoen.2016.02.040,,3164,Pb0.97In0.03Te,unknown,n,7,3,1,1,0.2443069097489437,1.4878295100767367,1.243522600327793,0.2929383401899995,4.610006225525526,4.317067885335526,0.26068807744297745,4.470073663266159,4.209385585823181,0.4430597617393837,5.261376892863319,4.818317131123935,0.1046606,0.1319443705980285,0.5725011916416342,0.0914337535397634,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.nanoen.2016.02.040__sample_3172,10.1016/j.nanoen.2016.02.040,https://doi.org/10.1016/j.nanoen.2016.02.040,,3172,Pb0.98In0.02Te0.9S0.1,unknown,n,7,4,0,1,0.28625597099868516,0.7031091315806958,0.4168531605820106,0.17993917294802653,0.9382660262614506,0.7583268533134241,,,,0.0640284799690726,0.7789602996674668,0.7149318196983943,0.5857406,0.7234682689122511,1.3750646263483686,0.7729597038255454,unknown,no,no,not_evaluated,primary DOI test sample aggregate,ML false high-ZT prediction; possible missing structure/additive feature,True
10.1016_j.nanoen.2016.02.040__sample_3174,10.1016/j.nanoen.2016.02.040,https://doi.org/10.1016/j.nanoen.2016.02.040,,3174,Pb0.98In0.02Te0.7S0.3,unknown,n,7,4,0,2,0.4031412357786066,0.5668096072398361,0.16366837146122948,0.3358754813409166,0.8492842709519104,0.5134087896109938,,,,0.4182721430758013,0.83152250463393,0.41325036155812866,0.5029935,1.267826227086912,1.888416378645568,0.8973705838150012,unknown,no,no,not_evaluated,primary DOI test sample aggregate,ML false high-ZT prediction; possible missing structure/additive feature,True
10.1016_j.nanoen.2016.08.008__sample_3215,10.1016/j.nanoen.2016.08.008,https://doi.org/10.1016/j.nanoen.2016.08.008,,3215,SnTe,unknown,p,7,0,0,0,0.17768301949703605,1.4100435802668487,1.2323605607698127,,,,,,,,,,0.1464576,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.nanoen.2016.08.008__sample_3216,10.1016/j.nanoen.2016.08.008,https://doi.org/10.1016/j.nanoen.2016.08.008,,3216,SnTe,unknown,p,7,1,0,0,0.24012295220484567,1.6524861585043964,1.4123632062995508,0.1647089313092109,0.7729251819796077,0.6082162506703968,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.nanoen.2019.104394__sample_34182,10.1016/j.nanoen.2019.104394,https://doi.org/10.1016/j.nanoen.2019.104394,,34182,Bi2O1.98Te0.02Se,unknown,n,10,7,1,4,0.22829648951571166,0.6040500786173489,0.37575358910163725,0.19703627134687704,0.7934843416052192,0.5964480702583421,0.5278297252275537,1.6727161798854473,1.1448864546578936,0.24193768686633055,0.7918155851095264,0.5498778982431959,0.6123821,0.9356155755772724,1.636723546942228,0.6105477662478597,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; ML false high-ZT prediction; possible missing structure/additive feature,True
10.1016_j.nanoen.2019.104394__sample_34183,10.1016/j.nanoen.2019.104394,https://doi.org/10.1016/j.nanoen.2019.104394,,34183,Bi2O1.96Te0.04Se,unknown,n,10,4,1,3,0.2042961844536279,0.5192691746703173,0.3149729902166894,0.11483224903364216,0.5740403556859724,0.4592081066523303,0.016706943768746187,0.5849365329645205,0.5682295891957744,0.10887862952931182,0.6327263434613569,0.5238477139320451,0.6962264,0.6951086118633758,1.1204218583044867,0.5877150547581085,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; ML false high-ZT prediction; possible missing structure/additive feature,True
10.1016_j.nanoen.2019.104394__sample_34184,10.1016/j.nanoen.2019.104394,https://doi.org/10.1016/j.nanoen.2019.104394,,34184,Bi2O1.94Te0.06Se,unknown,n,10,7,3,4,0.22817381304726775,0.835087217125442,0.6069134040781743,0.21688170504130788,1.4569954494285358,1.2401137443872279,0.1875038676977799,1.520039129374787,1.3325352616770072,0.1541033000107562,1.478918331292593,1.324815031281837,0.3682783,0.5114153700440668,1.1419497364607012,0.349275262683863,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; ML false high-ZT prediction; possible missing structure/additive feature,True
10.1016_j.nanoen.2020.104740__sample_33420,10.1016/j.nanoen.2020.104740,https://doi.org/10.1016/j.nanoen.2020.104740,,33420,Ge0.97Ti0.03Te,unknown,p,13,8,3,6,0.24711157941507314,0.8126132280558738,0.5655016486408007,0.27608939926509546,0.4731764979777163,0.19708709871262087,0.3698232078835207,0.3683675264741053,-0.001455681409415377,0.30612557693759684,0.4628151349498379,0.15668955801224105,1.279376,1.782758909966147,0.8220392336191136,1.2743492833929146,unknown,no,no,ML_close_to_fitting,primary DOI test sample aggregate,ML missed high ZT; possible missing structure/additive feature,True
10.1016_j.physb.2006.03.068__sample_4678,10.1016/j.physb.2006.03.068,https://doi.org/10.1016/j.physb.2006.03.068,,4678,Ce0.40Yb0.53Fe4Sb12,unknown,p,134,0,0,0,0.27544069558178225,1.1982828387240634,0.9228421431422811,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.physb.2006.03.068__sample_4679,10.1016/j.physb.2006.03.068,https://doi.org/10.1016/j.physb.2006.03.068,,4679,Yb0.92Fe4Sb12,unknown,p,47,0,0,0,0.6124200972387832,1.7027381476543686,1.0903180504155854,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.physb.2006.10.001__sample_427,10.1016/j.physb.2006.10.001,https://doi.org/10.1016/j.physb.2006.10.001,,427,Pb0.9Sn0.1Te1,unknown,p,32,0,0,0,0.6569852890727687,2.6441524346535745,1.987167145580806,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.physb.2014.03.023__sample_18134,10.1016/j.physb.2014.03.023,https://doi.org/10.1016/j.physb.2014.03.023,,18134,Ce4Sb1.5Ge1.5,unknown,n,33,0,0,0,0.13662188702566513,1.3633691560874988,1.2267472690618337,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.physc.2007.06.013__sample_14878,10.1016/j.physc.2007.06.013,https://doi.org/10.1016/j.physc.2007.06.013,,14878,Bi1.7Pb0.4Sr2Ca1.1Cu2.1O8,unknown,n,23,0,0,0,0.7346264831379894,3.1274695105849406,2.3928430274469514,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
