sample_key,property_step10,temperature_K_rounded,value_raw_median,value_raw_mean,value_raw_std,value_raw_min,value_raw_max,source_point_count_step10,source_curve_count_step10,curve_ids_step10,units_y_step10
10.1134_s1063782614120161__sample_17155,Electrical conductivity,561.013,66333.33499999999,66333.33499999999,25770.117731614075,48111.11,84555.56,2,1,10.1134_s1063782614120161__sample_17155__figure_14668__prop_Electrical_conductivity__sid_5236__row_54437,ohm^(-1)*m^(-1)
10.1134_s2075113312010133__sample_9188,Seebeck coefficient,300.696,4.6452005e-05,4.6452005e-05,1.4118588967917405e-06,4.545367e-05,4.745034e-05,2,1,10.1134_s2075113312010133__sample_9188__figure_7559__prop_Seebeck_coefficient__sid_1227__row_29659,V*K^(-1)
10.1134_s2075113316020052__sample_9824,Seebeck coefficient,299.277,4.3693235e-05,4.3693235e-05,1.4043635649111635e-06,4.27002e-05,4.468627e-05,2,1,10.1134_s2075113316020052__sample_9824__figure_8030__prop_Seebeck_coefficient__sid_8633__row_31805,V*K^(-1)
10.1143_apex.1.015007__sample_11435,Seebeck coefficient,393.048,0.00031580059999999997,0.00031580059999999997,1.805385033725498e-05,0.0003030346,0.0003285666,2,1,10.1143_apex.1.015007__sample_11435__figure_9442__prop_Seebeck_coefficient__sid_239__row_36757,V*K^(-1)
10.1143_jjap.30.3503__sample_32340,Electrical conductivity,241.789,4095.193,4095.193,0.0,4095.193,4095.193,2,1,10.1143_jjap.30.3503__sample_32340__figure_25873__prop_Electrical_conductivity__sid_9364__row_93353,ohm^(-1)*m^(-1)
10.1155_2013_131537__sample_12539,Seebeck coefficient,352.747,-6.64777e-05,-6.64777e-05,4.672985874149391e-07,-6.680813e-05,-6.614727e-05,2,1,10.1155_2013_131537__sample_12539__figure_10374__prop_Seebeck_coefficient__sid_11879__row_40327,V*K^(-1)
10.1155_2013_131537__sample_12539,Seebeck coefficient,444.188,-6.141333e-05,-6.141333e-05,3.6239222535810004e-07,-6.166958e-05,-6.115708e-05,2,1,10.1155_2013_131537__sample_12539__figure_10374__prop_Seebeck_coefficient__sid_11879__row_40327,V*K^(-1)
10.1557_jmr.2010.78__sample_22518,Seebeck coefficient,461.557,-0.00043218689999999997,-0.00043218689999999997,6.175446362814613e-06,-0.0004365536,-0.0004278202,2,1,10.1557_jmr.2010.78__sample_22518__figure_18601__prop_Seebeck_coefficient__sid_2881__row_67900,V*K^(-1)
10.1557_jmr.2011.441__sample_30414,Electrical conductivity,590.139,14690.57,14690.57,0.0,14690.57,14690.57,2,1,10.1557_jmr.2011.441__sample_30414__figure_24409__prop_Electrical_conductivity__sid_2900__row_87945,ohm^(-1)*m^(-1)
10.1557_proc-1267-dd07-07__sample_82156,Thermal conductivity,322.1,2.3655,2.3655,0.16051323932934652,2.252,2.479,2,1,10.1557_proc-1267-dd07-07__sample_82156__figure_54559__prop_Thermal_conductivity__sid_49074__row_191615,W*m^(-1)*K^(-1)
10.2320_matertrans.e-m2013821__sample_25765,Seebeck coefficient,610.974,-1.1356003999999999e-05,-1.1356003999999999e-05,3.146859935731491e-06,-1.358117e-05,-9.130838e-06,2,1,10.2320_matertrans.e-m2013821__sample_25765__figure_20779__prop_Seebeck_coefficient__sid_4030__row_75047,V*K^(-1)
10.2320_matertrans.e-m2018806__sample_20537,Electrical conductivity,1012.85,123983.3,123983.3,963.3622786885483,123302.1,124664.5,2,1,10.2320_matertrans.e-m2018806__sample_20537__figure_17239__prop_Electrical_conductivity__sid_21237__row_62963,ohm^(-1)*m^(-1)
10.2320_matertrans.e-m2018806__sample_20537,Seebeck coefficient,399.75,6.514374e-05,6.514374e-05,0.0,6.514374e-05,6.514374e-05,2,1,10.2320_matertrans.e-m2018806__sample_20537__figure_17229__prop_Seebeck_coefficient__sid_21237__row_62907,V*K^(-1)
10.2320_matertrans.e-m2018806__sample_20537,Thermal conductivity,626.781,7.031339,7.031339,0.0,7.031339,7.031339,2,1,10.2320_matertrans.e-m2018806__sample_20537__figure_17241__prop_Thermal_conductivity__sid_21237__row_62971,W*m^(-1)*K^(-1)
10.2320_matertrans.e-m2018806__sample_20537,Thermal conductivity,676.632,6.849003,6.849003,0.0,6.849003,6.849003,2,1,10.2320_matertrans.e-m2018806__sample_20537__figure_17241__prop_Thermal_conductivity__sid_21237__row_62971,W*m^(-1)*K^(-1)
10.2320_matertrans.e-m2018806__sample_20538,Thermal conductivity,673.316,6.894587,6.894587,0.0,6.894587,6.894587,2,1,10.2320_matertrans.e-m2018806__sample_20538__figure_17241__prop_Thermal_conductivity__sid_21237__row_62970,W*m^(-1)*K^(-1)
10.2320_matertrans.e-m2018806__sample_20538,ZT,509.25,0.274271,0.274271,0.0,0.274271,0.274271,2,1,10.2320_matertrans.e-m2018806__sample_20538__figure_17143__prop_ZT__sid_21237__row_62950,-
10.2320_matertrans.e-m2018806__sample_20538,ZT,907.484,0.4673529,0.4673529,0.0,0.4673529,0.4673529,2,1,10.2320_matertrans.e-m2018806__sample_20538__figure_17143__prop_ZT__sid_21237__row_62950,-
10.3390_app8010052__sample_10714,Electrical conductivity,416.505,17657.88,17657.88,13518.212884283188,8099.06,27216.7,2,1,10.3390_app8010052__sample_10714__figure_8768__prop_Electrical_conductivity__sid_18753__row_110475,ohm^(-1)*m^(-1)
10.3390_app8010052__sample_10714,Electrical conductivity,462.136,16708.515,16708.515,13699.041301436026,7021.83,26395.2,2,1,10.3390_app8010052__sample_10714__figure_8768__prop_Electrical_conductivity__sid_18753__row_110475,ohm^(-1)*m^(-1)
10.3390_app8010052__sample_10714,Electrical conductivity,560.194,16441.704999999998,16441.704999999998,11212.443736851033,8513.31,24370.1,2,1,10.3390_app8010052__sample_10714__figure_8768__prop_Electrical_conductivity__sid_18753__row_110475,ohm^(-1)*m^(-1)
10.3390_app8010052__sample_10714,Electrical conductivity,584.466,15807.465,15807.465,9494.372248466456,9093.93,22521.0,2,1,10.3390_app8010052__sample_10714__figure_8768__prop_Electrical_conductivity__sid_18753__row_110475,ohm^(-1)*m^(-1)
10.3390_app8010052__sample_10714,Electrical conductivity,634.951,16457.65,16457.65,5334.908532018147,12685.3,20230.0,2,1,10.3390_app8010052__sample_10714__figure_8768__prop_Electrical_conductivity__sid_18753__row_110475,ohm^(-1)*m^(-1)
10.3390_app8010052__sample_10715,Electrical conductivity,535.922,7005.585,7005.585,497.3294124119344,6653.92,7357.25,2,1,10.3390_app8010052__sample_10715__figure_8768__prop_Electrical_conductivity__sid_18753__row_110474,ohm^(-1)*m^(-1)
10.3390_app8010052__sample_10716,Electrical conductivity,327.184,7760.33,7760.33,723.3843792894621,7248.82,8271.84,2,1,10.3390_app8010052__sample_10716__figure_8768__prop_Electrical_conductivity__sid_18753__row_110473,ohm^(-1)*m^(-1)
10.3390_app8010052__sample_10717,Electrical conductivity,417.476,5605.655000000001,5605.655000000001,271.267374466595,5413.84,5797.47,2,1,10.3390_app8010052__sample_10717__figure_8768__prop_Electrical_conductivity__sid_18753__row_110472,ohm^(-1)*m^(-1)
10.3390_app8010052__sample_10717,Electrical conductivity,489.32,5365.215,5365.215,271.267374466595,5173.4,5557.03,2,1,10.3390_app8010052__sample_10717__figure_8768__prop_Electrical_conductivity__sid_18753__row_110472,ohm^(-1)*m^(-1)
10.3390_app8010052__sample_10717,Electrical conductivity,512.621,5498.0599999999995,5498.0599999999995,180.84963035627123,5370.18,5625.94,2,1,10.3390_app8010052__sample_10717__figure_8768__prop_Electrical_conductivity__sid_18753__row_110472,ohm^(-1)*m^(-1)
10.3390_app8010052__sample_10718,Electrical conductivity,327.184,6385.645,6385.645,226.05496687752677,6225.8,6545.49,2,1,10.3390_app8010052__sample_10718__figure_8768__prop_Electrical_conductivity__sid_18753__row_110471,ohm^(-1)*m^(-1)
10.3390_app8010052__sample_10718,Electrical conductivity,370.874,5883.45,5883.45,135.63722276720335,5787.54,5979.36,2,1,10.3390_app8010052__sample_10718__figure_8768__prop_Electrical_conductivity__sid_18753__row_110471,ohm^(-1)*m^(-1)
10.3390_app8010052__sample_10718,Electrical conductivity,417.476,5285.965,5285.965,180.84255928845954,5158.09,5413.84,2,1,10.3390_app8010052__sample_10718__figure_8768__prop_Electrical_conductivity__sid_18753__row_110471,ohm^(-1)*m^(-1)
10.3390_app8010052__sample_10719,Electrical conductivity,370.874,5212.094999999999,5212.094999999999,452.11700482286716,4892.4,5531.79,2,1,10.3390_app8010052__sample_10719__figure_8768__prop_Electrical_conductivity__sid_18753__row_110470,ohm^(-1)*m^(-1)
10.3390_cryst7090271__sample_12639,ZT,814.756,0.041668095,0.041668095,0.0028186619800980046,0.039675,0.04366119,2,1,10.3390_cryst7090271__sample_12639__figure_10461__prop_ZT__sid_18841__row_40599,-
10.3390_cryst7090271__sample_12642,Thermal conductivity,547.491,3.7810055,3.7810055,0.12216754569238102,3.69462,3.867391,2,1,10.3390_cryst7090271__sample_12642__figure_10462__prop_Thermal_conductivity__sid_18841__row_40612,W*m^(-1)*K^(-1)
10.3390_cryst7090271__sample_12642,Thermal conductivity,948.451,3.9705804999999996,3.9705804999999996,0.10790378770228576,3.894281,4.04688,2,1,10.3390_cryst7090271__sample_12642__figure_10462__prop_Thermal_conductivity__sid_18841__row_40612,W*m^(-1)*K^(-1)
10.7567_jjap.54.055501__sample_5217,Electrical conductivity,6.787,906091.2,906091.2,11867.514530010072,897699.6,914482.8,2,1,10.7567_jjap.54.055501__sample_5217__figure_3916__prop_Electrical_conductivity__sid_9396__row_15933,ohm^(-1)*m^(-1)
