prefactor_group_key_step12,temperature_bin_K_step12,prefactor_source_step12,row_count,sample_count,median_prefactor_C_S_per_m_step12,min_prefactor_C_S_per_m_step12,max_prefactor_C_S_per_m_step12,example_sample_keys
all_data,1375.0,global_median,1,1,42617.044906990115,42617.044906990115,42617.044906990115,10.1063_1.336088__sample_6974
all_data,1475.0,global_median,1,1,42619.57,42619.57,42619.57,10.1016_s0272-8842_99_00089-9__sample_19843
all_data,1500.0,global_median,2,2,42619.64699908431,42619.57,42619.72399816862,10.1016_s0272-8842_99_00089-9__sample_19842;10.1016_s0272-8842_99_00089-9__sample_19844
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=0.0,0.0,material_system+n_or_p+fitting_source+temperature_bin,167,93,40772.19,35917.600000000006,44134.57,10.1007_s11664-009-0990-1__sample_1320;10.1007_s11664-009-0990-1__sample_1321;10.1007_s11664-009-0990-1__sample_5427;10.1007_s11664-010-1477-9__sample_5749;10.1007_s11664-010-1477-9__sample_5750
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=100.0,100.0,material_system+n_or_p+fitting_source+temperature_bin,737,287,63915.634999999995,62269.08,64427.86,10.1002_adma.201505922__sample_32232;10.1002_andp.201900340__sample_38959;10.1002_andp.201900340__sample_38960;10.1002_andp.201900340__sample_38961;10.1002_andp.201900340__sample_38962
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=1000.0,1000.0,material_system+n_or_p+fitting_source+temperature_bin,211,208,28416.97,28100.0,28815.2,10.1002_adfm.201705845__sample_83050;10.1002_adfm.201705845__sample_83051;10.1002_adfm.201705845__sample_83052;10.1002_adfm.201903157__sample_45714;10.1002_adfm.201903157__sample_45715
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=1025.0,1025.0,material_system+n_or_p+fitting_source+temperature_bin,134,131,27808.905,26917.65,28600.0,10.1002_adfm.201705845__sample_83049;10.1002_adfm.201705845__sample_83053;10.1002_adfm.201705845__sample_83055;10.1002_adma.201800881__sample_83334;10.1002_adma.201800881__sample_83335
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=1050.0,1050.0,material_system+n_or_p+fitting_source+temperature_bin,179,166,29045.485,28890.97,29717.98,10.1002_adfm.201705845__sample_83050;10.1002_adfm.201705845__sample_83051;10.1002_adfm.201705845__sample_83052;10.1002_adfm.201705845__sample_83054;10.1002_adfm.201903157__sample_45714
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=1075.0,1075.0,material_system+n_or_p+fitting_source+temperature_bin,195,195,27218.52,27053.39,27276.14,10.1002_adfm.201705845__sample_83049;10.1002_adfm.201705845__sample_83053;10.1002_adfm.201705845__sample_83055;10.1002_adma.201800881__sample_83334;10.1002_adma.201800881__sample_83335
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=1100.0,1100.0,material_system+n_or_p+fitting_source+temperature_bin,82,78,54260.354999999996,52750.97,55680.47,10.1002_adfm.201705845__sample_83050;10.1002_adfm.201705845__sample_83051;10.1002_adfm.201705845__sample_83052;10.1002_adfm.201705845__sample_83054;10.1002_adma.201800881__sample_83334
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=1125.0,1125.0,material_system+n_or_p+fitting_source+temperature_bin,64,61,32654.86,31460.455,33670.0,10.1002_adfm.201705845__sample_83049;10.1002_adfm.201705845__sample_83053;10.1002_adfm.201705845__sample_83055;10.1002_andp.201900435__sample_39495;10.1002_andp.201900435__sample_39496
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=1150.0,1150.0,material_system+n_or_p+fitting_source+temperature_bin,50,48,56114.5,54950.0,56764.5,10.1002_adfm.201705845__sample_83050;10.1002_adfm.201705845__sample_83051;10.1002_adfm.201705845__sample_83052;10.1002_adfm.201705845__sample_83054;10.1002_adma.201800881__sample_83334
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=1175.0,1175.0,material_system+n_or_p+fitting_source+temperature_bin,64,63,20721.940000000002,19854.815000000002,21219.16,10.1007_s10853-012-6834-z__sample_27141;10.1007_s10853-012-6834-z__sample_27142;10.1007_s10853-012-6834-z__sample_27143;10.1007_s10853-012-6834-z__sample_27144;10.1007_s11664-016-4487-4__sample_30004
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=1200.0,1200.0,material_system+n_or_p+fitting_source+temperature_bin,20,20,57560.485,56245.23,58875.74,10.1016_j.jallcom.2017.12.211__sample_39009;10.1016_j.matchemphys.2012.01.032__sample_25836;10.1016_j.matchemphys.2012.01.032__sample_25838;10.1016_j.matchemphys.2012.01.032__sample_25840;10.1016_j.matchemphys.2012.01.032__sample_25841
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=1225.0,1225.0,material_system+n_or_p+fitting_source+temperature_bin,19,18,8969.1685,8272.211,9646.6775,10.1007_s11664-011-1589-x__sample_19864;10.1007_s11664-011-1589-x__sample_19865;10.1007_s11664-011-1589-x__sample_19866;10.1039_c8ta01463a__sample_45797;10.1039_c8ta01463a__sample_45798
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=125.0,125.0,material_system+n_or_p+fitting_source+temperature_bin,707,290,56718.055,55063.37,57630.55,10.1002_adma.201505922__sample_32232;10.1002_andp.201900340__sample_38959;10.1002_andp.201900340__sample_38960;10.1002_andp.201900340__sample_38961;10.1002_andp.201900340__sample_38962
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=1250.0,1250.0,material_system+n_or_p+fitting_source+temperature_bin,9,9,51193.005000000005,50837.975,65266.270000000004,10.1016_j.matchemphys.2012.01.032__sample_25836;10.1016_j.matchemphys.2012.01.032__sample_25838;10.1016_j.matchemphys.2012.01.032__sample_25840;10.1016_j.matchemphys.2012.01.032__sample_25841;10.1039_c3cp53749h__sample_21243
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=1275.0,1275.0,material_system+n_or_p+fitting_source+temperature_bin,6,6,32708.34,30380.82,35035.86,10.1016_j.scriptamat.2014.10.001__sample_21190;10.1016_j.scriptamat.2014.10.001__sample_21191;10.1016_j.scriptamat.2014.10.001__sample_21192;10.1016_j.scriptamat.2014.10.001__sample_21193;10.1016_j.scriptamat.2014.10.001__sample_21194
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=150.0,150.0,material_system+n_or_p+fitting_source+temperature_bin,657,272,85009.41500000001,83826.07,85831.77,10.1007_s10765-006-0014-9__sample_7081;10.1007_s11664-009-0990-1__sample_1320;10.1007_s11664-009-0990-1__sample_1321;10.1007_s11664-009-0990-1__sample_5427;10.1007_s11664-010-1477-9__sample_5749
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=175.0,175.0,material_system+n_or_p+fitting_source+temperature_bin,654,272,71238.6325,69682.6,73434.71,10.1002_adma.201505922__sample_32232;10.1007_s10765-006-0014-9__sample_7081;10.1007_s11664-009-0990-1__sample_1320;10.1007_s11664-009-0990-1__sample_1321;10.1007_s11664-009-0990-1__sample_5427
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=200.0,200.0,material_system+n_or_p+fitting_source+temperature_bin,715,316,82315.85,80526.18,82560.65,10.1002_adma.201505922__sample_32232;10.1002_andp.201900340__sample_38959;10.1002_andp.201900340__sample_38960;10.1002_andp.201900340__sample_38961;10.1002_andp.201900340__sample_38962
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=225.0,225.0,material_system+n_or_p+fitting_source+temperature_bin,713,292,78739.37,77675.995,79408.4,10.1002_adma.201104305__sample_84020;10.1002_adma.201104305__sample_84021;10.1002_adma.201505922__sample_32232;10.1007_s10765-006-0014-9__sample_7081;10.1007_s11664-009-0990-1__sample_1320
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=25.0,25.0,material_system+n_or_p+fitting_source+temperature_bin,415,134,36340.255,34155.39,43936.78999999999,10.1002_adma.201505922__sample_32232;10.1007_s11664-009-0990-1__sample_1320;10.1007_s11664-009-0990-1__sample_1321;10.1007_s11664-009-0990-1__sample_5427;10.1007_s11664-010-1477-9__sample_5749
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=250.0,250.0,material_system+n_or_p+fitting_source+temperature_bin,734,293,79154.965,77203.055,79300.0,10.1002_adma.201104305__sample_84020;10.1002_adma.201104305__sample_84021;10.1002_adma.201505922__sample_32232;10.1002_andp.201900340__sample_38967;10.1002_andp.201900340__sample_38969
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=275.0,275.0,material_system+n_or_p+fitting_source+temperature_bin,769,335,70372.195,69192.86,71246.82,10.1002_adma.201104305__sample_84020;10.1002_adma.201104305__sample_84021;10.1002_adma.201505922__sample_32232;10.1002_andp.201900340__sample_38959;10.1002_andp.201900340__sample_38960
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=300.0,300.0,material_system+n_or_p+fitting_source+temperature_bin,3749,3198,84154.555,83923.96,84453.8,10.1002_adfm.200901905__sample_255;10.1002_adfm.201202571__sample_4922;10.1002_adfm.201202571__sample_4923;10.1002_adfm.201202571__sample_4924;10.1002_adfm.201202571__sample_4925
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=325.0,325.0,material_system+n_or_p+fitting_source+temperature_bin,3818,3107,68038.98999999999,67822.26,68408.68,10.1002_adfm.200901905__sample_255;10.1002_adfm.201202571__sample_4922;10.1002_adfm.201202571__sample_4923;10.1002_adfm.201202571__sample_4924;10.1002_adfm.201202571__sample_4925
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=350.0,350.0,material_system+n_or_p+fitting_source+temperature_bin,3018,2303,73492.975,73362.45,73900.0,10.1002_adfm.201202571__sample_4922;10.1002_adfm.201202571__sample_4923;10.1002_adfm.201202571__sample_4924;10.1002_adfm.201202571__sample_4925;10.1002_adfm.201202571__sample_4926
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=375.0,375.0,material_system+n_or_p+fitting_source+temperature_bin,3891,3393,69009.9,68924.23000000001,69399.35,10.1002_adfm.200901905__sample_255;10.1002_adfm.201202571__sample_4922;10.1002_adfm.201202571__sample_4923;10.1002_adfm.201202571__sample_4924;10.1002_adfm.201202571__sample_4925
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=400.0,400.0,material_system+n_or_p+fitting_source+temperature_bin,2836,2326,72126.17,72012.82500000001,72295.34,10.1002_adfm.201202571__sample_4922;10.1002_adfm.201202571__sample_4923;10.1002_adfm.201202571__sample_4924;10.1002_adfm.201202571__sample_4925;10.1002_adfm.201202571__sample_4926
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=425.0,425.0,material_system+n_or_p+fitting_source+temperature_bin,3471,3013,62653.14,62403.175,62955.79,10.1002_adfm.200901905__sample_255;10.1002_adfm.201202571__sample_4922;10.1002_adfm.201202571__sample_4923;10.1002_adfm.201202571__sample_4924;10.1002_adfm.201202571__sample_4925
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=450.0,450.0,material_system+n_or_p+fitting_source+temperature_bin,2657,2141,64174.55,63712.65,64283.08,10.1002_adfm.201202571__sample_4922;10.1002_adfm.201202571__sample_4923;10.1002_adfm.201202571__sample_4924;10.1002_adfm.201202571__sample_4925;10.1002_adfm.201202571__sample_4926
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=475.0,475.0,material_system+n_or_p+fitting_source+temperature_bin,3722,3310,58582.4,58436.655,58709.68,10.1002_adfm.200901905__sample_255;10.1002_adfm.201202571__sample_4922;10.1002_adfm.201202571__sample_4923;10.1002_adfm.201202571__sample_4924;10.1002_adfm.201202571__sample_4925
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=50.0,50.0,material_system+n_or_p+fitting_source+temperature_bin,393,136,41769.53999999999,39969.485,43360.66,10.1007_s11664-009-0990-1__sample_1320;10.1007_s11664-009-0990-1__sample_1321;10.1007_s11664-009-0990-1__sample_5427;10.1007_s11664-010-1477-9__sample_5749;10.1007_s11664-010-1477-9__sample_5750
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=500.0,500.0,material_system+n_or_p+fitting_source+temperature_bin,2498,2104,63093.96000000001,63034.83500000001,63202.74,10.1002_adfm.201202571__sample_4922;10.1002_adfm.201202571__sample_4923;10.1002_adfm.201202571__sample_4924;10.1002_adfm.201202571__sample_4925;10.1002_adfm.201202571__sample_4926
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=525.0,525.0,material_system+n_or_p+fitting_source+temperature_bin,2938,2598,52944.5475,52840.945,53092.58,10.1002_adfm.200901905__sample_255;10.1002_adfm.201202571__sample_4922;10.1002_adfm.201202571__sample_4923;10.1002_adfm.201202571__sample_4924;10.1002_adfm.201202571__sample_4925
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=550.0,550.0,material_system+n_or_p+fitting_source+temperature_bin,2250,1899,56038.455,55960.705,56247.92,10.1002_adfm.201202571__sample_4922;10.1002_adfm.201202571__sample_4923;10.1002_adfm.201202571__sample_4924;10.1002_adfm.201202571__sample_4925;10.1002_adfm.201202571__sample_4926
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=575.0,575.0,material_system+n_or_p+fitting_source+temperature_bin,3078,2776,52413.975,52305.835,52650.0,10.1002_adfm.200901905__sample_255;10.1002_adfm.201202571__sample_4922;10.1002_adfm.201202571__sample_4923;10.1002_adfm.201202571__sample_4924;10.1002_adfm.201202571__sample_4925
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=600.0,600.0,material_system+n_or_p+fitting_source+temperature_bin,2179,1888,55699.48,55261.67,56000.0,10.1002_adfm.201202571__sample_4922;10.1002_adfm.201202571__sample_4923;10.1002_adfm.201202571__sample_4924;10.1002_adfm.201202571__sample_4925;10.1002_adfm.201202571__sample_4926
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=625.0,625.0,material_system+n_or_p+fitting_source+temperature_bin,2537,2268,49038.46,48916.465,49210.345,10.1002_adfm.200901905__sample_255;10.1002_adfm.201202571__sample_4922;10.1002_adfm.201202571__sample_4923;10.1002_adfm.201202571__sample_4924;10.1002_adfm.201202571__sample_4925
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=650.0,650.0,material_system+n_or_p+fitting_source+temperature_bin,2076,1812,51927.33,51596.77,52158.79,10.1002_adfm.200901905__sample_255;10.1002_adfm.201202571__sample_4922;10.1002_adfm.201202571__sample_4923;10.1002_adfm.201202571__sample_4924;10.1002_adfm.201202571__sample_4925
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=675.0,675.0,material_system+n_or_p+fitting_source+temperature_bin,2681,2468,51922.3,51872.51,52043.18,10.1002_adfm.201300663__sample_81424;10.1002_adfm.201300663__sample_81425;10.1002_adfm.201300663__sample_81426;10.1002_adfm.201300663__sample_81427;10.1002_adfm.201400123__sample_8245
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=700.0,700.0,material_system+n_or_p+fitting_source+temperature_bin,1916,1737,56782.22,56735.955,56953.020000000004,10.1002_adfm.201300663__sample_81424;10.1002_adfm.201300663__sample_81425;10.1002_adfm.201300663__sample_81426;10.1002_adfm.201300663__sample_81427;10.1002_adfm.201400123__sample_8245
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=725.0,725.0,material_system+n_or_p+fitting_source+temperature_bin,2163,1957,50000.0,49819.49,50058.5,10.1002_adfm.201300663__sample_81424;10.1002_adfm.201300663__sample_81425;10.1002_adfm.201300663__sample_81426;10.1002_adfm.201300663__sample_81427;10.1002_adfm.201400123__sample_8245
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=75.0,75.0,material_system+n_or_p+fitting_source+temperature_bin,526,226,49315.92,46884.725000000006,51580.0,10.1002_adma.201505922__sample_32232;10.1007_s11664-009-0990-1__sample_1320;10.1007_s11664-009-0990-1__sample_1321;10.1007_s11664-009-0990-1__sample_5427;10.1007_s11664-010-1477-9__sample_5749
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=750.0,750.0,material_system+n_or_p+fitting_source+temperature_bin,1706,1502,61935.815,61811.56,62117.2,10.1002_adfm.201300663__sample_81424;10.1002_adfm.201400123__sample_8245;10.1002_adfm.201400123__sample_8246;10.1002_adfm.201400123__sample_8247;10.1002_adfm.201400123__sample_8248
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=775.0,775.0,material_system+n_or_p+fitting_source+temperature_bin,2084,1953,51937.165,51807.805,52130.42,10.1002_adfm.201300663__sample_81424;10.1002_adfm.201300663__sample_81425;10.1002_adfm.201300663__sample_81426;10.1002_adfm.201300663__sample_81427;10.1002_adfm.201402211__sample_7641
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=800.0,800.0,material_system+n_or_p+fitting_source+temperature_bin,1318,1229,63316.58,63184.880000000005,63438.71,10.1002_adfm.201300663__sample_81425;10.1002_adfm.201300663__sample_81426;10.1002_adfm.201300663__sample_81427;10.1002_adfm.201502782__sample_26765;10.1002_adfm.201502782__sample_26766
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=825.0,825.0,material_system+n_or_p+fitting_source+temperature_bin,1095,1025,46107.175,45542.78,46421.295,10.1002_adfm.201300663__sample_81424;10.1002_adfm.201300663__sample_81425;10.1002_adfm.201300663__sample_81426;10.1002_adfm.201300663__sample_81427;10.1002_adfm.201402211__sample_7641
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=850.0,850.0,material_system+n_or_p+fitting_source+temperature_bin,810,751,54492.89,54145.08,54601.7,10.1002_adfm.201300663__sample_81424;10.1002_adfm.201300663__sample_81425;10.1002_adfm.201300663__sample_81426;10.1002_adfm.201300663__sample_81427;10.1002_adfm.201502782__sample_26765
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=875.0,875.0,material_system+n_or_p+fitting_source+temperature_bin,977,929,42435.84,42290.66,42760.134999999995,10.1002_adfm.201300663__sample_81424;10.1002_adfm.201300663__sample_81425;10.1002_adfm.201300663__sample_81426;10.1002_adfm.201300663__sample_81427;10.1002_adfm.201705845__sample_83049
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=900.0,900.0,material_system+n_or_p+fitting_source+temperature_bin,412,391,33158.195,32967.77,33565.54,10.1002_adfm.201903157__sample_45714;10.1002_adfm.201903157__sample_45715;10.1002_adfm.201903157__sample_45716;10.1002_adfm.201903157__sample_45717;10.1002_adfm.201903157__sample_45718
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=925.0,925.0,material_system+n_or_p+fitting_source+temperature_bin,402,384,42751.270000000004,41331.68,42914.2,10.1002_adfm.201705845__sample_83049;10.1002_adfm.201705845__sample_83050;10.1002_adfm.201705845__sample_83051;10.1002_adfm.201705845__sample_83052;10.1002_adfm.201705845__sample_83053
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=950.0,950.0,material_system+n_or_p+fitting_source+temperature_bin,333,321,29107.81,28792.52,30646.91,10.1002_adfm.201903157__sample_45714;10.1002_adfm.201903157__sample_45715;10.1002_adfm.201903157__sample_45716;10.1002_adfm.201903157__sample_45717;10.1002_adfm.201903157__sample_45718
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical conductivity|temperature_bin_K_step12=975.0,975.0,material_system+n_or_p+fitting_source+temperature_bin,459,438,35861.354999999996,35498.4,36084.14,10.1002_adfm.201705845__sample_83049;10.1002_adfm.201705845__sample_83053;10.1002_adfm.201705845__sample_83054;10.1002_adfm.201705845__sample_83055;10.1002_adma.201800881__sample_83334
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical resistivity|temperature_bin_K_step12=0.0,0.0,material_system+n_or_p+fitting_source+temperature_bin,1415,615,79736.26506820353,78463.56623237033,82890.38860854211,10.1002_adfm.200901261__sample_1417;10.1002_adfm.201102792__sample_20683;10.1002_adfm.201102792__sample_20684;10.1002_adfm.201600718__sample_19144;10.1002_adfm.201902437__sample_41411
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical resistivity|temperature_bin_K_step12=100.0,100.0,material_system+n_or_p+fitting_source+temperature_bin,2508,927,84562.26975401939,84261.18946465496,84938.81856898476,10.1002_adfm.200901261__sample_1417;10.1002_adfm.201102792__sample_20683;10.1002_adfm.201102792__sample_20684;10.1002_adfm.201102792__sample_20685;10.1002_adfm.201600718__sample_19144
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical resistivity|temperature_bin_K_step12=1000.0,1000.0,material_system+n_or_p+fitting_source+temperature_bin,335,304,26634.54927902519,26556.34292227353,26920.486011936275,10.1002_adfm.200900250__sample_19005;10.1002_anie.201408431__sample_26814;10.1007_s11664-007-0153-1__sample_11428;10.1007_s11664-009-0710-x__sample_12769;10.1007_s11664-014-3128-z__sample_24018
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical resistivity|temperature_bin_K_step12=1025.0,1025.0,material_system+n_or_p+fitting_source+temperature_bin,247,214,17892.040282828028,17431.192980388863,18191.48943911272,10.1002_adfm.200900250__sample_19005;10.1002_adfm.200900250__sample_19007;10.1002_pssa.201026347__sample_33747;10.1002_pssa.201026347__sample_33748;10.1002_pssa.201026347__sample_33749
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical resistivity|temperature_bin_K_step12=1050.0,1050.0,material_system+n_or_p+fitting_source+temperature_bin,243,217,17386.88963443676,16789.936512914363,17888.185247184312,10.1002_adfm.200900250__sample_19005;10.1002_adfm.200900250__sample_19007;10.1002_anie.201408431__sample_26814;10.1007_s11664-009-0710-x__sample_12769;10.1007_s11664-009-0710-x__sample_12770
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical resistivity|temperature_bin_K_step12=1075.0,1075.0,material_system+n_or_p+fitting_source+temperature_bin,228,201,16598.38143308521,15810.383735802841,17094.30338554956,10.1002_adfm.200900250__sample_19005;10.1002_pssa.201026347__sample_33747;10.1002_pssa.201026347__sample_33748;10.1002_pssa.201026347__sample_33749;10.1002_pssa.201026347__sample_33750
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical resistivity|temperature_bin_K_step12=1100.0,1100.0,material_system+n_or_p+fitting_source+temperature_bin,112,86,40123.655652692905,32264.151868171688,41282.969694848885,10.1002_adfm.200900250__sample_19005;10.1002_adfm.200900250__sample_19007;10.1002_anie.201408431__sample_26814;10.1016_j.actamat.2008.09.003__sample_18765;10.1016_j.actamat.2008.09.003__sample_18766
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical resistivity|temperature_bin_K_step12=1125.0,1125.0,material_system+n_or_p+fitting_source+temperature_bin,111,91,47423.83861536364,46854.412072267485,47779.86097971649,10.1002_adfm.200900250__sample_19005;10.1007_s11664-016-4810-0__sample_12765;10.1007_s11664-016-4810-0__sample_12767;10.1016_j.actamat.2008.09.003__sample_18765;10.1016_j.actamat.2008.09.003__sample_18766
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical resistivity|temperature_bin_K_step12=1150.0,1150.0,material_system+n_or_p+fitting_source+temperature_bin,83,68,39509.43469599042,38638.87604146261,42251.80811413747,10.1002_adfm.200900250__sample_19005;10.1002_adfm.200900250__sample_19007;10.1002_anie.201408431__sample_26814;10.1007_s11664-016-4810-0__sample_12766;10.1007_s11664-016-4810-0__sample_12768
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical resistivity|temperature_bin_K_step12=1175.0,1175.0,material_system+n_or_p+fitting_source+temperature_bin,108,86,28955.06428683518,28652.44130260875,29364.427521398597,10.1002_adfm.200900250__sample_19005;10.1002_adfm.200900250__sample_19007;10.1007_s11664-012-2325-x__sample_21882;10.1007_s11664-012-2325-x__sample_21883;10.1007_s11664-012-2325-x__sample_21884
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical resistivity|temperature_bin_K_step12=1200.0,1200.0,material_system+n_or_p+fitting_source+temperature_bin,69,51,28076.931568534168,27255.475734746848,28468.235285409715,10.1002_adfm.200900250__sample_19007;10.1002_anie.201408431__sample_26814;10.1016_j.actamat.2008.09.003__sample_18765;10.1016_j.actamat.2008.09.003__sample_18766;10.1016_j.ceramint.2011.06.068__sample_21658
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical resistivity|temperature_bin_K_step12=1225.0,1225.0,material_system+n_or_p+fitting_source+temperature_bin,48,37,36810.03950062816,29900.44056742084,38000.727182847535,10.1002_adfm.200900250__sample_19005;10.1002_adfm.200900250__sample_19007;10.1016_j.actamat.2008.09.003__sample_18765;10.1016_j.actamat.2008.09.003__sample_18766;10.1016_s0925-8388_01_00926-4__sample_7903
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical resistivity|temperature_bin_K_step12=125.0,125.0,material_system+n_or_p+fitting_source+temperature_bin,2378,911,85484.25978324612,85169.49137174072,87002.46816317778,10.1002_adfm.200901261__sample_1417;10.1002_adfm.201102792__sample_20683;10.1002_adfm.201102792__sample_20684;10.1002_adfm.201102792__sample_20685;10.1002_adfm.201902437__sample_41411
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical resistivity|temperature_bin_K_step12=1250.0,1250.0,material_system+n_or_p+fitting_source+temperature_bin,34,26,22443.520320026644,19012.998092854054,28596.487264697374,10.1002_adfm.200900250__sample_19005;10.1002_adfm.200900250__sample_19007;10.1016_j.actamat.2008.09.003__sample_18765;10.1016_j.actamat.2008.09.003__sample_18766;10.1021_am5023489__sample_29821
material_system=unknown|n_or_p=n|fitting_source_actual_step10=Electrical resistivity|temperature_bin_K_step12=1275.0,1275.0,material_system+n_or_p+fitting_source+temperature_bin,22,20,12020.881944572186,11486.43285726281,12054.95225877257,10.1002_adfm.200900250__sample_19007;10.1016_j.physb.2004.06.033__sample_26522;10.1016_j.physb.2004.06.033__sample_26523;10.1016_j.physb.2004.06.033__sample_26524;10.1016_j.physb.2004.06.033__sample_26525
