sample_key,composition,material_system,n_or_p,fit_status_step12,n_fit_rows_step12,sigma_fit_log_rmse_step12,validation_sigma_log_rmse_step13,target_available_step18,target_quality_step18,ml_exclusion_reason_step18
10.1007_s11664-012-2048-z__sample_11438,Ti1.027027027Ni0.972972973Sn,unknown,n,ok,22,0.7636352602030588,1.5206802573991405,True,low,large validation error
10.1007_s11664-012-2048-z__sample_11439,Ti0.948051948Ni1.051948052Sn,unknown,n,ok,25,1.1705136633759627,2.706786422603799,True,low,large sigma fit error
10.1007_s11664-012-2048-z__sample_11440,Ti0.996007984Ni1.003992016Sn,unknown,n,ok,24,0.8984959577905127,2.045126056048584,True,low,large validation error
10.1007_s11664-012-2048-z__sample_11469,Ti0.913265306Ni1.086734694Sn,unknown,n,ok,66,0.8409076796219954,1.777672506158151,True,low,large validation error
10.1007_s11664-012-2259-3__sample_4097,CoSb3,unknown,p,ok,59,0.6223366159633126,1.113192819332233,True,low,large validation error
10.1007_s11664-012-2296-y__sample_8572,Mg2Si,unknown,n,ok,6,1.890151016928807,,True,low,large sigma fit error
10.1007_s11664-012-2296-y__sample_8573,Mg2Si0.7Sn0.3,unknown,n,ok,6,1.9221013085149683,,True,low,large sigma fit error
10.1007_s11664-012-2296-y__sample_8574,Mg2Si0.5Sn0.5,unknown,n,ok,6,1.734377510117966,,True,low,large sigma fit error
10.1007_s11664-012-2392-z__sample_13490,In4Se3,unknown,n,ok,10,1.553694118446534,2.2104699604745752,True,low,large sigma fit error
10.1007_s11664-012-2392-z__sample_13491,Fe0.05In3.95Se3,unknown,n,ok,10,1.6204475364905226,2.298787085599226,True,low,large sigma fit error
10.1007_s11664-012-2392-z__sample_13492,Fe0.1In3.9Se3,unknown,n,ok,10,1.6579369309995464,2.393942003373372,True,low,large sigma fit error
10.1007_s11664-012-2392-z__sample_13493,Fe0.15In3.85Se3,unknown,n,ok,10,1.7440246633672656,2.45658377107775,True,low,large sigma fit error
10.1007_s11664-012-2405-y__sample_13098,(GaSb)2.85(Ga2Te3)0.05,unknown,p,ok,9,0.9053105748295494,1.3810959229291324,True,low,large validation error
10.1007_s11664-012-2405-y__sample_13099,(GaSb)2.85(Ga2Te3)0.05,unknown,p,ok,9,0.7524385083806071,1.4504504667841656,True,low,large validation error
10.1007_s11664-012-2405-y__sample_13100,(GaSb)2.7(Ga2Te3)0.1,unknown,p,ok,9,0.7200880940146615,1.3220890664319132,True,low,large validation error
10.1007_s11664-012-2413-y__sample_12505,B4C,unknown,p,ok,9,1.5421104577535585,2.1616373034877507,True,low,large sigma fit error
10.1007_s11664-012-2413-y__sample_12506,(B4C)96.49(TiO2)3.51,unknown,p,ok,9,1.3523186289270137,1.9508587548358391,True,low,large sigma fit error
10.1007_s11664-012-2413-y__sample_12507,(B4C)92.86(TiO2)7.14,unknown,p,ok,9,1.3270763508656345,1.9253100186509824,True,low,large sigma fit error
10.1007_s11664-012-2413-y__sample_12508,(B4C)89.12(TiO2)10.88,unknown,p,ok,9,1.3520831919421723,1.9571467043190909,True,low,large sigma fit error
10.1007_s11664-012-2413-y__sample_12509,(B4C)85.25(TiO2)14.75,unknown,p,ok,9,1.316110859502626,1.903077425555996,True,low,large sigma fit error
10.1007_s11664-013-2482-6__sample_9882,Mg2Si,unknown,n,ok,12,1.192679634975154,2.0106998156110905,True,low,large sigma fit error
10.1007_s11664-013-2522-2__sample_9887,Mg2Si(TiO2)0.05,unknown,n,ok,12,1.1593254075229529,1.8397277258019973,True,low,large sigma fit error
10.1007_s11664-013-2522-2__sample_9889,Mg2Si(ZrO2)0.03,unknown,n,ok,12,0.9005570521870018,1.5848525574191226,True,low,large validation error
10.1007_s11664-013-2522-2__sample_9891,Mg2Si(CuO)0.1,unknown,n,ok,12,0.518628573936775,1.0004947967829214,True,low,large validation error
10.1007_s11664-013-2522-2__sample_9892,Mg2Si,unknown,n,ok,12,1.1956054203488165,2.0380260312799403,True,low,large sigma fit error
10.1007_s11664-013-2645-5__sample_9,Pb1Te1,unknown,n,ok,14,0.8007820074729746,1.1712522340481184,True,low,large validation error
10.1007_s11664-013-2865-8__sample_8615,Mg2.08Si0.4Sn0.6,unknown,n,ok,25,0.52240022334178,1.0545013452215968,True,low,large validation error
10.1007_s11664-013-2872-9__sample_349,Na0.01Pb0.99Te0.85Se0.15,unknown,p,ok,10,0.7347297148921538,1.073768515421813,True,low,large validation error
10.1007_s11664-013-2888-1__sample_19907,FeGa2.95Al0.05,unknown,n,ok,19,1.523161190380515,2.247898601978967,True,low,large sigma fit error
10.1007_s11664-013-2888-1__sample_19908,FeGa2.90Al0.10,unknown,n,ok,20,1.171472099520421,1.911632528411327,True,low,large sigma fit error
10.1007_s11664-013-2888-1__sample_19909,FeGa3,unknown,n,ok,90,1.227232165830885,2.0233767684609485,True,low,large sigma fit error
10.1007_s11664-013-2888-1__sample_19910,FeGa2.97In0.03,unknown,n,ok,20,1.2131906834482995,1.8728601953109456,True,low,large sigma fit error
10.1007_s11664-013-2888-1__sample_19911,FeGa2.94In0.06,unknown,n,ok,20,1.079600199539769,1.6722235373572505,True,low,large sigma fit error
10.1007_s11664-013-2888-1__sample_19912,FeGa2.97Zn0.03,unknown,n,ok,20,1.4922778120913258,2.321159386958983,True,low,large sigma fit error
10.1007_s11664-013-2895-2__sample_6347,Ca0.99Na0.01Zn2P2,unknown,p,ok,27,2.84011375465749,6.103453511089967,True,low,large sigma fit error
10.1007_s11664-013-2895-2__sample_6348,CaZn1.9Cu0.1P2,unknown,p,ok,21,0.7467596732715173,1.666885997539057,True,low,large validation error
10.1007_s11664-013-2895-2__sample_6349,CaZn1.8Cu0.2P2,unknown,p,ok,25,0.4549273802797877,1.0309079613150964,True,low,large validation error
10.1007_s11664-013-2895-2__sample_6350,CaMnZnP2,unknown,p,ok,35,2.0135638325509477,3.560909949333381,True,low,large sigma fit error
10.1007_s11664-013-2895-2__sample_6351,CaMnZn0.8Cu0.2P2,unknown,p,ok,19,0.7131285587594203,1.655425653807587,True,low,large validation error
10.1007_s11664-013-2895-2__sample_6352,CaMnZn0.9Cu0.1P2,unknown,p,ok,11,0.9860997727585146,1.513240337198548,True,low,large validation error
10.1007_s11664-013-2944-x__sample_8623,Mg2Si,unknown,n,ok,12,1.371423878727032,1.9015494584243249,True,low,large sigma fit error
10.1007_s11664-014-3002-z__sample_8640,Mg1.94Si0.3Sn0.7,unknown,n,ok,10,1.2067944480337636,1.790814632169765,True,low,large sigma fit error
10.1007_s11664-014-3002-z__sample_8641,Mg1.98Co0.02Si0.3Sn0.7,unknown,n,ok,10,1.6673409760713185,2.236096548771385,True,low,large sigma fit error
10.1007_s11664-014-3002-z__sample_8642,Mg1.94Co0.06Si0.3Sn0.7,unknown,n,ok,10,1.1976968762305085,1.888103562602953,True,low,large sigma fit error
10.1007_s11664-014-3002-z__sample_8643,Mg1.9Co0.1Si0.3Sn0.7,unknown,n,ok,10,0.794360767297143,1.380524835298541,True,low,large validation error
10.1007_s11664-014-3002-z__sample_8644,Mg1.86Co0.14Si0.3Sn0.7,unknown,n,ok,10,0.7182990276742995,1.1580569666645033,True,low,large validation error
10.1007_s11664-014-3007-7__sample_7126,Cu4SnS4,unknown,p,ok,55,0.8046527232118647,1.4476682637487703,True,low,large validation error
10.1007_s11664-014-3007-7__sample_7127,Cu4In0.01Sn0.99S4,unknown,p,ok,58,1.907944182836246,2.661509573917201,True,low,large sigma fit error
10.1007_s11664-014-3007-7__sample_7128,Cu4In0.02Sn0.98S4,unknown,p,ok,60,1.7680556706391233,2.439713723518994,True,low,large sigma fit error
10.1007_s11664-014-3008-6__sample_19917,Fe25Ga75,unknown,n,ok,8,1.228873412580372,1.9383400004994804,True,low,large sigma fit error
10.1007_s11664-014-3058-9__sample_28385,Pr0.6Ca0.1TiO3,unknown,n,ok,13,1.5726304765521528,2.230158022426337,True,low,large sigma fit error
10.1007_s11664-014-3058-9__sample_28386,Sm0.6Ca0.1TiO3,unknown,n,ok,8,1.4495156076989324,2.322101699162888,True,low,large sigma fit error
10.1007_s11664-014-3065-x__sample_7143,FeS2,unknown,p,ok,9,1.007231087574714,1.4898437891631957,True,low,large sigma fit error
10.1007_s11664-014-3065-x__sample_7144,Fe0.99Co0.01S2,unknown,p,ok,7,0.6017836125180664,1.0083506960069482,True,low,large validation error
10.1007_s11664-014-3065-x__sample_7145,Fe0.98Co0.02S2,unknown,n,ok,7,0.6006004242134391,1.086761404731022,True,low,large validation error
10.1007_s11664-014-3127-0__sample_7187,SnS,unknown,p,ok,10,2.139411775626631,3.4411249921796023,True,low,large sigma fit error
10.1007_s11664-014-3127-0__sample_7189,SnS,unknown,p,ok,11,1.7203116156686156,3.164246767573589,True,low,large sigma fit error
10.1007_s11664-014-3127-0__sample_7190,SnS,unknown,p,ok,11,2.076659184638574,3.705646203946821,True,low,large sigma fit error
10.1007_s11664-014-3128-z__sample_24018,TiO2,unknown,n,ok,32,1.1279517732487654,2.182728725722047,True,low,large sigma fit error
10.1007_s11664-014-3237-8__sample_14344,CdTe0.99Cl0.01,unknown,p,ok,28,0.9027633121428486,1.1465377722372954,True,low,large validation error
10.1007_s11664-014-3237-8__sample_14345,CdTe0.97Cl0.03,unknown,p,ok,28,0.9722771978204036,1.2019279661259386,True,low,large validation error
10.1007_s11664-014-3237-8__sample_14346,CdTe0.95Cl0.05,unknown,p,ok,27,0.822286519545125,1.0812751352237828,True,low,large validation error
10.1007_s11664-014-3435-4__sample_8666,Mg2Si0.5Ge0.5,unknown,n,ok,6,1.1473383206819832,,True,low,large sigma fit error
10.1007_s11664-014-3480-z__sample_13106,PtSb,unknown,p,ok,28,0.7224331339369158,1.1692197133212137,True,low,large validation error
10.1007_s11664-014-3480-z__sample_13108,PtSb1.998Te0.002,unknown,n,ok,28,0.6998644278663695,1.3984055005578195,True,low,large validation error
10.1007_s11664-014-3480-z__sample_13110,PtSb1.9998Te0.0002,unknown,n,ok,28,0.7483126606871688,1.3933202531405358,True,low,large validation error
10.1007_s11664-014-3480-z__sample_13111,PtSb1.999Te0.001,unknown,n,ok,28,0.5902405502129496,1.1998694228364333,True,low,large validation error
10.1007_s11664-014-3495-5__sample_21098,BiCuSeO,unknown,p,ok,12,0.8536120579973466,1.404828474189724,True,low,large validation error
10.1007_s11664-014-3495-5__sample_21099,BiCu0.975Zn0.025SeO,unknown,p,ok,12,0.95603970230158,1.4854783313610087,True,low,large validation error
10.1007_s11664-014-3495-5__sample_21100,BiCu0.95Zn0.05SeO,unknown,p,ok,11,0.9068566334074732,1.4454508057616613,True,low,large validation error
10.1007_s11664-014-3495-5__sample_21101,BiCu0.925Zn0.075SeO,unknown,p,ok,12,0.8193876232458951,1.425592839634389,True,low,large validation error
10.1007_s11664-014-3495-5__sample_21102,BiCu0.9Zn0.1SeO,unknown,p,ok,12,0.8876944645290914,1.686796620106496,True,low,large validation error
10.1007_s11664-014-3495-5__sample_21103,BiCu0.875Zn0.125SeO,unknown,p,ok,10,1.0301523403359916,1.5673688848699945,True,low,large sigma fit error
10.1007_s11664-014-3560-0__sample_26711,SrTiO3,unknown,n,ok,5,1.0287194418223211,,True,low,large sigma fit error
10.1007_s11664-015-3700-1__sample_20893,BiCuSeO,unknown,p,ok,13,1.1514824275757904,1.6685453538205433,True,low,large sigma fit error
10.1007_s11664-015-3960-9__sample_911,K32Li10.8Ge171.3,unknown,n,ok,45,1.2668679628098125,1.407362914474382,True,low,large sigma fit error
10.1007_s11664-015-3960-9__sample_912,K8Li2Ge43.5,unknown,n,ok,47,1.1437697672979368,1.1664048308642865,True,low,large sigma fit error
10.1007_s11664-015-4029-5__sample_8062,CuFeS2,unknown,n,ok,30,1.1051696929972656,1.485092842988048,True,low,large sigma fit error
10.1007_s11664-015-4029-5__sample_8063,CuFeS1.9Se0.1,unknown,n,ok,32,1.1507851273101293,1.6403611796537123,True,low,large sigma fit error
10.1007_s11664-015-4029-5__sample_8067,CuFeS1.5Se0.5,unknown,n,ok,28,0.7465194705733275,1.3534927972890691,True,low,large validation error
10.1007_s11664-015-4032-x__sample_8068,Cu9.85Ag0.10Zn1.79Fe0.11Sb1.57As2.48S13.09,unknown,p,ok,10,1.3105403258059598,1.837820919248792,True,low,large sigma fit error
10.1007_s11664-015-4032-x__sample_8069,Cu9.80Ag0.28Zn1.21Fe0.74Sb3.35As0.59S13.03,unknown,p,ok,10,1.22582918863951,1.8793768519238652,True,low,large sigma fit error
10.1007_s11664-015-4032-x__sample_8070,Cu9.95Ag0.04Zn1.44Fe0.47Sb0.80As3.23S13.07,unknown,p,ok,10,1.0439427105359425,1.468761433812498,True,low,large sigma fit error
10.1007_s11664-015-4032-x__sample_8071,Cu10.15Ag0.02Zn0.22Fe0.60Hg0.97Sb2.53As1.36S13.15,unknown,p,ok,9,1.160614099855954,1.8455704759529536,True,low,large sigma fit error
10.1007_s11664-015-4037-5__sample_5603,CoSb3,unknown,p,ok,9,1.2434207071610637,1.7731956643219742,True,low,large sigma fit error
10.1007_s11664-015-4055-3__sample_7889,Sb1.6Bi0.4Te3.1,unknown,p,ok,48,0.8984124633092875,1.44713421682058,True,low,large validation error
10.1007_s11664-015-4055-3__sample_7890,Sb1.6Bi0.4Te3.1,unknown,p,ok,41,0.9455702088525252,1.5479037032648617,True,low,large validation error
10.1007_s11664-015-4055-3__sample_7891,Sb1.6Bi0.4Te3.1,unknown,p,ok,42,0.7849248583967617,1.363150175615315,True,low,large validation error
10.1007_s11664-015-4055-3__sample_7892,Sb1.6Bi0.4Te3.1,unknown,p,ok,51,0.834650848723918,1.5939744756357113,True,low,large validation error
10.1007_s11664-015-4063-3__sample_16334,As2Te3,unknown,p,ok,40,1.9860241891366692,3.6073799321444535,True,low,large sigma fit error
10.1007_s11664-015-4063-3__sample_16335,As2Te3,unknown,p,ok,36,1.702071386209342,3.153660954749412,True,low,large sigma fit error
10.1007_s11664-015-4089-6__sample_27362,CaO(CaMn0.96Nb0.04O3),unknown,n,ok,8,1.15836771029197,2.322224282905894,True,low,large sigma fit error
10.1007_s11664-015-4089-6__sample_27364,CaO(CaMn0.96Nb0.04O3)3,unknown,n,ok,8,0.8308419894915832,1.2846115065273815,True,low,large validation error
10.1007_s11664-015-4089-6__sample_27368,CaO(CaMnO3),unknown,n,ok,7,3.0560691761708143,4.812358977667014,True,low,large sigma fit error
10.1007_s11664-015-4089-6__sample_27369,CaO(CaMnO3)2,unknown,n,ok,8,2.199094331762537,3.913081972040384,True,low,large sigma fit error
10.1007_s11664-015-4089-6__sample_27372,CaMnO3,unknown,n,ok,8,1.4130337885185162,2.5244427800188896,True,low,large sigma fit error
10.1007_s11664-015-4114-9__sample_7984,Sb1.52Bi0.48Te3,unknown,p,ok,45,0.9116647586226816,1.4677125020796395,True,low,large validation error
10.1007_s11664-015-4114-9__sample_7985,Sb1.52Bi0.48Te3,unknown,p,ok,42,1.0189209001389004,1.6850170503780613,True,low,large sigma fit error
10.1007_s11664-015-4114-9__sample_7986,Sb1.52Bi0.48Te3,unknown,p,ok,50,0.9576341180565374,1.7114497954751495,True,low,large validation error
10.1007_s11664-015-4114-9__sample_7987,Sb1.5Bi0.5Te3.1,unknown,p,ok,33,0.5785531473498359,1.054935196291212,True,low,large validation error
10.1007_s11664-015-4114-9__sample_7988,Sb1.5Bi0.5Te3.1,unknown,p,ok,41,0.9650336314458972,1.6703313268736384,True,low,large validation error
10.1007_s11664-015-4114-9__sample_7989,Sb1.5Bi0.5Te3.1,unknown,p,ok,53,1.0085064886083326,1.81700448114766,True,low,large sigma fit error
10.1007_s11664-015-4147-0__sample_8079,Zn0.03Cu0.97FeS2,unknown,n,ok,55,1.6913136870818894,1.7727740586557017,True,low,large sigma fit error
10.1007_s11664-015-4179-5__sample_28611,CsFe0.33W1.67O6,unknown,n,ok,8,1.0798271921607967,1.8432485261563705,True,low,large sigma fit error
10.1007_s11664-015-4179-5__sample_28612,RbFe0.33W1.67O6,unknown,n,ok,6,1.338671897671395,,True,low,large sigma fit error
10.1007_s11664-015-4181-y__sample_21104,BiCuSeO,unknown,p,ok,14,0.7757410346594245,1.7227042888219637,True,low,large validation error
10.1007_s11664-015-4181-y__sample_21105,Bi0.95Na0.05CuSeO0.95F0.05,unknown,p,ok,14,0.6222123918832335,1.4311683133097943,True,low,large validation error
10.1007_s11664-015-4181-y__sample_21106,Bi0.9Na0.1CuSeO0.9F0.1,unknown,p,ok,14,0.6203619328990638,1.446035195365318,True,low,large validation error
10.1007_s11664-015-4181-y__sample_21107,Bi0.85Na0.15CuSeO0.85F0.15,unknown,p,ok,14,0.6306054348603026,1.4745367737005743,True,low,large validation error
10.1007_s11664-015-4242-2__sample_2396,Ba8Cu4.8Si41.2,unknown,n,ok,26,0.9943653592988336,1.0799076965828958,True,low,large validation error
10.1007_s11664-015-4242-2__sample_2397,Ba8Cu4.8Si41.2,unknown,n,ok,26,1.099057386021313,1.147833838062865,True,low,large sigma fit error
10.1007_s11664-015-4242-2__sample_2398,Ba8Cu4.8Si41.2,unknown,n,ok,26,1.3553130924440706,1.329240220795028,True,low,large sigma fit error
10.1007_s11664-015-4242-2__sample_2400,Ba8Cu4.8Si41.2,unknown,n,ok,26,0.9590763210797868,1.0559038617470329,True,low,large validation error
10.1007_s11664-015-4320-5__sample_9929,Mg2Sn,unknown,n,ok,20,1.0331582085957745,1.3809361946099243,True,low,large sigma fit error
10.1007_s11664-015-4320-5__sample_9931,Mg2Sn,unknown,n,ok,20,1.059803452839244,1.4911283000764064,True,low,large sigma fit error
10.1007_s11664-016-4341-8__sample_17258,Bi,unknown,p,ok,7,0.5572807295057915,1.0143471795323764,True,low,large validation error
10.1007_s11664-016-4341-8__sample_17259,Bi,unknown,p,ok,7,0.6228800594861034,1.159204427328735,True,low,large validation error
10.1007_s11664-016-4355-2__sample_5687,CoSb3,unknown,p,ok,12,0.8466514521118604,1.3755621686949289,True,low,large validation error
10.1007_s11664-016-4486-5__sample_9947,Mg1.7Li0.3Si,unknown,p,ok,15,0.924032576479288,1.4944837745258048,True,low,large validation error
10.1007_s11664-016-4486-5__sample_9948,Mg1.8Li0.2Si,unknown,p,ok,15,1.3050954170105833,2.0950995970429767,True,low,large sigma fit error
10.1007_s11664-016-4486-5__sample_9949,Mg1.9Li0.1Si,unknown,p,ok,15,1.4593695181598176,2.2179484372310894,True,low,large sigma fit error
10.1007_s11664-016-4486-5__sample_9950,Mg1.95Li0.05Si,unknown,p,ok,15,1.2436948443395688,1.8607457872836128,True,low,large sigma fit error
10.1007_s11664-016-4486-5__sample_9951,Mg2Si,unknown,n,ok,15,1.0641042327992556,1.587603759777975,True,low,large sigma fit error
10.1007_s11664-016-4665-4__sample_27664,Bi2V0.8Cr0.2O5.5,unknown,p,ok,11,4.129416850722473,7.737371571415018,True,low,large sigma fit error
10.1007_s11664-016-4665-4__sample_27667,Bi2V0.95Mo0.05O5.5,unknown,n,ok,11,4.751991120218891,7.981479374494567,True,low,large sigma fit error
10.1007_s11664-016-4665-4__sample_27673,Bi2V0.8Mo0.2O5.5,unknown,n,ok,11,3.7809980546657247,6.2042367366907545,True,low,large sigma fit error
10.1007_s11664-016-4665-4__sample_27681,Bi2V0.8W0.2O5.5,unknown,n,ok,12,4.37489628761134,7.200345750454719,True,low,large sigma fit error
10.1007_s11664-016-4665-4__sample_27682,Bi2V0.8W0.2O5.5,unknown,n,ok,10,5.102839838711833,7.724268494747362,True,low,large sigma fit error
10.1007_s11664-016-4857-y__sample_2557,Pb0.85Fe0.15Te0.992I0.008,unknown,n,ok,23,0.5938332417386756,1.027495988714574,True,low,large validation error
10.1007_s11664-016-4857-y__sample_2558,Pb0.85Fe0.15Te0.994I0.006,unknown,n,ok,23,0.6209078908578934,1.0738660858428932,True,low,large validation error
10.1007_s11664-016-4857-y__sample_2559,Pb0.85Fe0.15Te0.996I0.004,unknown,n,ok,23,0.6271073785502126,1.0787056994975674,True,low,large validation error
10.1007_s11664-016-4857-y__sample_2560,Pb0.85Fe0.15Te0.998I0.002,unknown,n,ok,23,0.5936696871120961,1.0388341806542372,True,low,large validation error
10.1007_s11664-016-4919-1__sample_43785,SnSe,unknown,p,ok,26,1.2378587532747645,2.360669024063826,True,low,large sigma fit error
10.1007_s11664-016-4919-1__sample_43786,SnSe,unknown,p,ok,26,1.5271237073764166,2.9840349666972816,True,low,large sigma fit error
10.1007_s11664-016-4919-1__sample_43787,SnSe,unknown,p,ok,26,1.7683347426222007,3.438883225706164,True,low,large sigma fit error
10.1007_s11664-016-4919-1__sample_43788,SnSe,unknown,p,ok,26,1.7535851737162227,3.395887915104924,True,low,large sigma fit error
10.1007_s11664-016-4919-1__sample_43789,SnSe,unknown,p,ok,25,1.679876911161809,3.075291866872388,True,low,large sigma fit error
10.1007_s11664-017-5579-5__sample_42580,BiCuSeO,unknown,p,ok,10,0.7548294836511004,1.1452153147010655,True,low,large validation error
10.1007_s11664-017-5827-8__sample_82872,Ti0.6Hf0.4NiSn,unknown,n,ok,13,0.8084480212644468,1.311545417450621,True,low,large validation error
10.1007_s11664-017-5917-7__sample_82820,Zr0.25Hf0.25Ti0.5NiSn,unknown,n,ok,34,0.653467832322227,1.1895319364346786,True,low,large validation error
10.1007_s11664-018-6831-3__sample_40268,SrTi0.8Nb0.2O3,unknown,n,ok,16,0.6095709991882291,1.043817205189174,True,low,large validation error
10.1007_s11664-019-07234-2__sample_42475,CuInTe2,unknown,p,ok,12,1.018944691942504,1.6688929607576166,True,low,large sigma fit error
10.1007_s11664-019-07234-2__sample_42476,CuIn0.99Mn0.01Te2,unknown,p,ok,12,0.8725633016935739,1.42148637470685,True,low,large validation error
10.1007_s11664-019-07234-2__sample_42477,CuIn0.98Mn0.02Te2,unknown,p,ok,12,0.908002599555834,1.4852090520215215,True,low,large validation error
10.1007_s11664-019-07486-y__sample_40102,TiCoSb0.9Sn0.1,unknown,p,ok,12,1.0734245652428909,1.9141514433544424,True,low,large sigma fit error
10.1007_s11664-019-07486-y__sample_40104,TiCoSb0.85Sn0.15,unknown,p,ok,12,1.0646548818807269,1.8049802290900911,True,low,large sigma fit error
10.1007_s11664-019-07486-y__sample_40105,TiCoSb0.8Sn0.2,unknown,p,ok,12,0.8457510506491134,1.4509928715196247,True,low,large validation error
10.1007_s11664-019-07486-y__sample_40107,TiCoSb0.9Si0.1,unknown,p,ok,12,0.8849545728929997,1.6447257644902122,True,low,large validation error
10.1007_s11664-019-07486-y__sample_40108,TiCoSb0.8Si0.2,unknown,p,ok,12,0.8492965769295954,1.4918859306560217,True,low,large validation error
10.1007_s11664-019-07486-y__sample_40110,ZrCoSb,unknown,n,ok,12,1.1119305648962612,1.9510211495338827,True,low,large sigma fit error
10.1007_s11664-019-07720-7__sample_35566,BiCuSeO,unknown,p,ok,13,0.6914562033304658,1.258679937895435,True,low,large validation error
10.1007_s11664-019-07720-7__sample_35567,Bi0.98In0.02CuSeO,unknown,p,ok,13,0.899231379222771,1.375167414652412,True,low,large validation error
10.1007_s11664-019-07765-8__sample_32366,Cu3SbS4,unknown,p,ok,7,0.6961931351940683,1.1462650734541675,True,low,large validation error
10.1007_s11664-019-07765-8__sample_32367,Cu3SbS4,unknown,p,ok,7,0.87446145805122,1.3659046298848083,True,low,large validation error
10.1007_s11664-019-07765-8__sample_32368,Cu3SbS4,unknown,p,ok,7,1.0765418603018644,1.6171033515882194,True,low,large sigma fit error
10.1007_s11664-020-08155-1__sample_33325,Li1.1Co0.85Ni0.15O2,unknown,p,ok,16,2.836620332612919,4.733321031321228,True,low,large sigma fit error
10.1007_s11664-020-08155-1__sample_33326,Li1.1Co0.85Ni0.13Mg0.02O2,unknown,p,ok,16,2.933184239084561,4.825839577388321,True,low,large sigma fit error
10.1007_s11664-020-08155-1__sample_33327,Li1.1Co0.85Ni0.10Mg0.05O2,unknown,p,ok,16,2.475911904636612,4.128963065420587,True,low,large sigma fit error
10.1007_s11664-020-08155-1__sample_33329,Li1.1Co0.85Ni0.08Mg0.07O2,unknown,p,ok,15,2.3894358877852437,3.870938326101524,True,low,large sigma fit error
10.1007_s11664-020-08155-1__sample_33330,Li1.1Co0.85Ni0.06Mg0.09O2,unknown,p,ok,16,1.8497816243803409,3.3326991255197997,True,low,large sigma fit error
10.1007_s11664-020-08155-1__sample_33331,Li1.1Co0.85Ni0.05Mg0.10O2,unknown,p,ok,16,2.324014936986851,4.352366349805642,True,low,large sigma fit error
10.1007_s11664-020-08155-1__sample_33336,Li1.1Co0.85Mg0.15O2,unknown,p,ok,17,1.542538581801613,2.513677592844,True,low,large sigma fit error
10.1007_s11665-018-3735-6__sample_83346,(TiNiSn)98.13(TiNi2Sn)0.81(Ni3Sn4)1.06,unknown,n,ok,29,0.8730027054009183,1.4956403706488106,True,low,large validation error
10.1007_s11837-013-0822-x__sample_24427,Bi2Sr1.6Co1.3O6B0.08,unknown,p,ok,36,1.0308784768351815,1.3087766556057554,True,low,large sigma fit error
10.1007_s12034-014-0032-3__sample_19074,Ca2.8Co4O9,unknown,p,ok,8,0.605090742640219,1.1606597180393856,True,low,large validation error
10.1007_s12034-017-1498-6__sample_43083,LaCoO3,unknown,p,ok,11,2.5089114137557966,3.534781032307586,True,low,large sigma fit error
10.1007_s12034-017-1498-6__sample_43084,La0.95Na0.05CoO3,unknown,p,ok,11,2.6691050074323805,3.7254009229788494,True,low,large sigma fit error
10.1007_s12034-017-1498-6__sample_43085,La0.90Na0.10CoO3,unknown,p,ok,11,2.405608062045089,3.4357303839192856,True,low,large sigma fit error
10.1007_s12034-017-1498-6__sample_43086,La0.85Na0.15CoO3,unknown,p,ok,11,2.391237354257305,3.385675704722602,True,low,large sigma fit error
10.1007_s12034-020-2036-5__sample_28083,SnSe,unknown,p,ok,12,0.7539355585405917,1.5977443858149898,True,low,large validation error
10.1007_s12034-020-2036-5__sample_28085,SnSe,unknown,p,ok,12,0.7473459743001004,1.56234228432809,True,low,large validation error
10.1007_s12034-020-2036-5__sample_28095,SnSe,unknown,p,ok,12,0.7825931650310771,1.6042539694916584,True,low,large validation error
10.1007_s12034-020-2036-5__sample_28096,SnSe,unknown,p,ok,12,0.6698855801296025,1.4111462908491534,True,low,large validation error
10.1007_s12598-017-0991-9__sample_44119,PbSe,unknown,p,ok,7,0.7393543234389491,1.132256483644772,True,low,large validation error
10.1007_s12598-017-0991-9__sample_44121,(PbSe)0.6(SnTe)0.4,unknown,p,ok,7,0.6509475886010533,1.1486022548190915,True,low,large validation error
10.1007_s12598-017-0991-9__sample_44124,(PbSe)0.2(SnTe)0.8,unknown,p,ok,7,0.5613147681604873,1.022374666677026,True,low,large validation error
10.1007_s12598-020-01392-7__sample_84006,Zr0.43Hf0.57NiSn,unknown,n,ok,21,1.6593151326339652,2.428050815909071,True,low,large sigma fit error
10.1007_s12598-020-01392-7__sample_84007,Zr0.43Hf0.57NiSn,unknown,n,ok,20,1.0178048421425296,1.757626223197923,True,low,large sigma fit error
10.1007_s12598-020-01392-7__sample_84008,Zr0.43Hf0.57NiSn,unknown,n,ok,21,1.9372422001215888,2.760684413965328,True,low,large sigma fit error
10.1007_s13391-013-0035-z__sample_13874,Mn0.48Te0.52,unknown,p,ok,11,1.4835103755115715,2.7299409369273,True,low,large sigma fit error
10.1007_s13391-013-0035-z__sample_13875,Mn0.49Te0.51,unknown,p,ok,11,1.564227948886517,2.9580364768628518,True,low,large sigma fit error
10.1007_s13391-013-0035-z__sample_13876,Mn0.50Te0.50,unknown,p,ok,11,1.40265768317846,2.766853351088228,True,low,large sigma fit error
10.1007_s13391-013-0035-z__sample_13877,Mn0.51Te0.49,unknown,p,ok,11,1.4482903078664628,2.781571719515567,True,low,large sigma fit error
10.1007_s13391-013-0035-z__sample_13878,Mn0.52Te0.48,unknown,p,ok,11,1.6231834368609868,2.9183399582887466,True,low,large sigma fit error
